Name	C0	C1
RP11-443A13.3	0.04930071050257706	0.6105697041476549
KCNMA1	0.10030433947757587	0.6968724387996091
PKIA	0.20872971672316076	0.584809291971793
SYT7	0.6739342160538859	0.3081297980415355
KATNB1	0.7134288894864336	0.816490751981269
SLC9A5	0.2993259802149321	0.5228359035831264
CCDC69	0.4344538781118434	0.3858573998644584
RPL5	0.976698585370859	0.9956488513234037
RP13-516M14.1	0.5038249810271828	0.5595702642757371
ARHGAP22	0.15251537839045806	0.5651876352249822
ADAM19	0.3244033804527217	0.7452102748801293
GPR162	0.09390394595555113	0.5555963100991037
RP11-736K20.5	0.17162516242762316	0.3021189854730666
SERPINA1	0.5058614407384926	0.3367423658851702
RP11-1299A16.3	0.1465364463270964	0.23293052213086615
PTGER1	0.12566505636009437	0.25833665886236984
RP11-221N13.3	0.1260275401801068	0.46358664059272536
NAV3	0.14937997731636002	0.6016802033667499
DAP	0.9287359517424885	0.9594528059051391
ELTD1	0.014446051747520634	0.23278081853328775
ARC	0.21357203677527886	0.3878206738326684
MME-AS1	0.1526598407803771	0.5120458212887374
EEF1A1P5	0.984185484169868	1.008272110298743
JAK3	0.2565665578060396	0.3042069105739279
RP11-169D4.1	0.07771088361313952	0.17734295769916264
PFAS	0.6942058886573066	0.8514808757256057
TMEM158	0.24477600242083714	0.787869901910479
INSC	0.09837919670214867	0.2120900842635075
ARSJ	0.3886478684326378	0.6983049939300174
GNL3	0.9333195551262284	0.957590409967918
GLUD1	0.9283423932105342	0.9341602217359076
C11orf68	0.7841298012058502	0.9141975449938529
GPR4	0.04392844011287854	0.23898883924109626
DUSP22	0.5986064980638189	0.6978241205113044
RP11-153M7.3	0.051065403667553584	0.06665196043357391
PITX3	0.10245199995622299	0.16778335562744398
KRAS	0.6231561382406635	0.6380865018912497
NPR2	0.30233448939546526	0.6162964035976265
PREX1	0.28519079606980124	0.6681218080537854
ABCC4	0.4865536740369389	0.7389681824860509
SPRED3	0.19715118417090363	0.43187116134392367
ANTXR2	0.3730086653899617	0.700396540287071
CDH5	0.2005285400802666	0.13323908625508463
SSBP3	0.645248738674826	0.7479597992623992
CDCP1	0.906091010161096	0.4528260172046226
GLRX	0.5060330394286829	0.7506660238929086
EFHD2	0.8962412169131803	0.9019832207131008
CHGB	0.2157695455570081	0.4298099853153194
UNC13A	0.20692852849090426	0.4335939099450772
PLAT	0.43850784726350966	0.8016315627134678
ANXA2R	0.35354563012711143	0.4392363302924491
AC112721.1	6.909794964413365e-16	0.2186919966360612
FLT1	0.04505888417421089	0.27572257061026895
AC016683.6	0.5191590363649534	0.47621347330213937
ELK3	0.6082160802924005	0.8642082983114409
HGF	0.0336555415056395	0.3292088733665346
SPTLC1P3	0.027464172916770252	0.03452198428652677
PYGB	0.904888494971499	0.9625214423342162
NELF	0.8089743885128687	0.8230408198616129
RAB13	0.860875420913405	0.9502494905450477
SATB2	0.355842315874243	0.6070649739795104
RHOH	0.13832231321153582	0.1447844230875509
C6orf1	0.6240867027720688	0.8355098644255076
FAM92A1	0.3921989031297589	0.7614551698374401
TRBC2	0.3044627139575357	0.3643475798884439
MPG	0.7903471792021326	0.8808967116505874
SRD5A1	0.7596254615998711	0.7542212116199366
IL27RA	0.5562709078630282	0.619587666134057
B3GALT1	0.056551621213982405	0.33560114284041426
SLC6A15	0.127280488009594	0.49852385511129765
CALCRL	0.11899461803792108	0.3064371754165048
PLEKHO2	0.39281796774549643	0.7709292032210819
RP11-549B18.1	0.3149797766765355	0.4257568049139585
GEMIN5	0.6906088511609318	0.7919263375127075
YBX1P1	0.9245756047763286	0.9715820705360815
SYP	0.3127813160860727	0.4848117250646342
IL21R	0.07464539367659653	0.33125105797897336
ITGA5	0.46827956020020467	0.9317136115182384
CHST2	0.12422924659772906	0.645582110713455
CTHRC1	0.33876905412525354	0.750713033134949
EEF1A1P19	0.821714731043292	0.865124917914461
RP11-567J20.2	0.00568523688471974	0.12862481511050883
CNIH3	0.17390584034981157	0.5256529143201781
COPS8	0.7752299271924405	0.9252470200579115
RPL4	0.9808335450956441	1.0021135986338316
EIF3E	0.9616974487708879	0.9664152263665767
FRMD4A	0.30258262192211455	0.6681411382230351
TEX10	0.6131722844596504	0.7214834137909735
LINC00460	0.21202740246457552	0.3445053032217127
FAM43A	0.42841352579842024	0.6194432302859441
CTA-221G9.10	0.3976633336457117	0.6427391891196178
AC002303.5	0.07749244005920185	0.3156279040816039
LRWD1	0.7202642328319413	0.848415296145074
TMEM231	0.49474492600831305	0.6679475795383086
CENPV	0.7174939531929583	0.7049555430047098
SPRY4	0.5367831128787371	0.7151213893170325
CLDN14	0.05567393861655218	0.2113034963751603
SHANK1	0.04005702954453051	0.3806554677063719
EEF1A1P6	0.9816683743928952	1.0050076319315675
CACNG8	0.16497249189602592	0.3545466342695091
SLC9A3R2	0.7258523441106288	0.7348272785819039
TMTC4	0.6269038134730305	0.6549516559154859
ZNF883	0.20085843385499194	0.49244572411366094
RP5-1120P11.1	0.33239855781390887	0.328696533375145
LRRC73	0.29096790939611633	0.3536007727103832
RFX8	0.06584554158597918	0.30382617379486415
GOLIM4	0.7880293075270666	0.9298704736514942
CDH13	0.11622971913165357	0.5480223780417861
RP11-318K12.1	0.2708552618249673	0.16811954327503473
TGFB1	0.6495362957348265	0.940387940777178
SPRED1	0.5292134611648648	0.7347331515598026
ARHGAP31	0.1643556814767602	0.6583546764496029
RP11-17M16.1	0.17031239474253276	0.2696156604651843
TNFAIP6	3.712166445448808e-11	0.46947228814507513
FZD8	0.27922392618637454	0.5888556489301023
GLUD2	0.49353589803875175	0.5862498421370389
GFPT2	0.1915872971473054	0.7210726283277202
ZADH2	0.5444369481055911	0.6430542183903072
SNAI1	0.35898735105089125	0.6453778188811536
MAN1A1	0.45576934762704846	0.6066586691733293
RP1-101K10.6	0.5543777975411439	0.7038506259507118
KHDRBS3	0.27925200527409705	0.671144919877364
RP3-497J21.1	0.11298341425707636	0.1470834248066685
ALAS1	0.8707389540688498	0.8884652803783077
PPM1F	0.5608822559464175	0.8269691719930711
TRPA1	0.06523907146102663	0.31216811633250324
CCDC28B	0.38711688899983915	0.6362908753700509
HHIP	0.04460387415950619	0.333221753555558
SLC4A8	0.19733949938570314	0.4578297372786918
C20orf197	0.11728179948418516	0.1344499102382485
DVL1	0.8951281631566887	0.8923200321850857
KCTD17	0.45419573086559933	0.7821406797229531
PDLIM4	0.2679085600886585	0.694555495437319
SPRY2	0.5946163672294913	0.7988332003558252
STEAP1	0.640060648218758	0.6632789808462858
LINC00094	0.5921997078007655	0.7888040863237793
EEF1A1	0.9831086400922122	1.0068685053608735
FERMT3	0.2871460290954942	0.44682742710288365
LIPT2	0.4545550575007815	0.45032968580612565
GLT8D1	0.7063400871543849	0.879639545981857
VGF	0.3370671018847863	0.5635521025237199
GALNT1	0.8349788824852857	0.8882801485086113
CCDC74A	0.30337839481627366	0.5761417292456625
RP4-765A10.1	0.8591627603254599	0.8675523871321238
PPAT	0.7745597127730541	0.7921655599906788
HAS2	0.18870638379024876	0.5227139150301601
AC112721.2	4.748204249684552e-22	0.2579571535825201
MAP4K4	0.820511918937743	0.977144735271821
AGPAT9	0.6184700555166731	0.6156731020508356
TSPYL2	0.6584131030641837	0.8285626219516682
NRP1	0.5154388242710273	0.8210505748235157
ACN9	0.6645495887102176	0.7145056672305475
DNAJB5	0.2564731753747245	0.6510087137184655
ACSS3	0.11369166255868238	0.4185237806086736
CTD-3199J23.2	0.19444175781594714	0.21641725908341364
FXC1	0.7513063667866579	0.7995724200089537
IRF4	0.11395136472306609	0.2895313398299943
RP11-40H20.2	0.751922157962966	0.8246105806497364
CPSF3L	0.8400910974833625	0.8608863880254144
RP11-210M15.1	0.04590062382805546	0.1385512098176649
CAPRIN2	0.5531289575876888	0.7458583153759677
PDE2A	0.18158004341039444	0.3344717118384546
E2F4	0.9207861172811468	0.9199449833753122
CDH11	0.07085086421982624	0.5658723629777931
RP11-291L15.2	0.11569780789947053	0.4204153611572718
RP11-77K12.4	0.1887189067754452	0.26872945048414926
ITGAX	0.11407539584586798	0.24649676437054352
CCDC147	0.12816371589734207	0.3051975555428872
STK10	0.5567991949486523	0.758442198330615
C17orf79	0.8254393477434978	0.9268643247931555
CDCA5	0.8851468915083974	0.8880239223562391
RARA	0.6039127882978368	0.7325028930900376
HAS2-AS1	0.12599410888112034	0.3556455196443391
TLE3	0.7088162590659968	0.6585076355377022
FKBP7	0.28024324594245553	0.7341945787711287
PDLIM3	0.1290508242029274	0.5811982272904523
PAX8	0.32729935534769966	0.4007728117437748
GTF2H2C	0.5228001023383316	0.7006031694384401
NLK	0.6152775486927067	0.698415660940566
RP11-122A3.2	0.09032883701242597	0.8760777429362653
FMNL1	0.44550251001911867	0.6306890235670429
TTL	0.6398828250741526	0.9052986457358387
ZNF736P9Y	0.06908081180166069	0.052724817844659426
MMP1	0.3893931265135405	0.6442086579770825
EIF3H	0.946775559344084	0.9378938050408748
RP1-224A6.3	0.12865901866185822	0.20673661179822106
RP11-1136L8.1	0.14894426032280553	0.11861220350977865
CCDC74B	0.28080017037627775	0.5618598892370176
SLC25A6	0.9612392589607985	0.9906630889462166
SNHG10	0.6109685772057258	0.6048545280982632
METTL9	0.8535734196580862	0.9168433904414995
TIMP1	0.7999980749785508	0.9453571007494043
SYT1	0.3563315524243362	0.519933295154544
CYP2C9	0.1450529329479197	0.0499019932922456
STAMBPL1	0.44755387920016243	0.6032214905456879
RTN2	0.46328882212351047	0.6478460568611064
RPL6	0.978713328360364	0.9989162545679748
PNPLA3	0.3374438106768709	0.5954577901166241
STMN3	0.621567386605172	0.8375284084325567
SFR1	0.5568476606126486	0.578523112987973
CBLN1	0.16430194900835052	0.22980589106205124
NT5E	0.6488416892641942	0.8032278688309044
CALB2	0.49168982195304345	0.43681891200516376
CDYL2	0.31004983982302237	0.39472749141102753
PITPNC1	0.5539175617591979	0.655612621173332
CTD-2165H16.1	0.8803580813264269	0.9156131145486435
NUDT6	0.4410733797009728	0.583741774232233
TRAC	0.10563271970841	0.3368865469954501
HS3ST3B1	0.16340274831478777	0.45894901835301183
ZG16B	0.4717164546628421	0.16944859706639456
RP11-394J1.2	0.5049705443153276	0.7983108160799796
RP11-124N14.4	0.1655494889768626	0.5440431598008155
STXBP1	0.5647149614485222	0.8685782669316163
STRADB	0.6017214104451968	0.8388112564480253
MCL1	0.9564897071815257	0.9758582876123625
RENBP	0.21363576693048328	0.4115689391350318
ACO1	0.7472414219275529	0.8964496829101164
IFNGR2	0.7329174052812248	0.860493922861912
CHRNA9	0.054113077801389964	0.24309151671957635
ITPRIP	0.4688714224546546	0.7633307388750606
NOVA2	0.04239959948236193	0.3185265545865838
MTHFD2L	0.42673101691736726	0.48768672165255234
CHPT1	0.6119135084963925	0.81258073492662
SH2D2A	0.39116770085614244	0.251575675659585
FAR2	0.40720914083669785	0.49231774256977756
SHC3	0.21766922501084543	0.39650708342912805
HMGA2	0.4510421331801844	0.627631440092036
TEAD2	0.5657787993189306	0.7612087004284649
PPP1R14A	0.23095793985543944	0.442357229611188
CD99	0.6376201024540827	0.876221653151363
RGL2	0.7967373419291353	0.7934925525860317
RNF175	0.046158235964106425	0.23654033905776062
RP11-629O1.2	0.33593136769109877	0.4008490542960378
KCTD14	0.3031163347885963	0.3454776099527126
TRMT5	0.6094934350800512	0.6520220389281133
AC010091.1	0.016181195423578088	0.14059435176904908
RP11-46H11.12	0.20093820398670298	0.2702000196080372
RP11-18F14.2	0.31445470963506295	0.38634119816346446
AP000783.1	0.06109473443100738	0.4109909265235727
FOXL1	0.2565509243714019	0.4215617045747774
FAM131C	0.342578700327332	0.36461958502038017
TBX3	0.4593747145753961	0.6487493716978395
VIM	0.41300234330170155	1.135989700525077
SKA3	0.733016794963856	0.7908759403206256
AC012379.1	0.9249921002815004	0.9983116441188019
FLI1	0.09167500498493848	0.4882374774273915
CXXC1	0.7471380905835645	0.8483131188947547
RP11-169D4.2	0.11702627492629901	0.28423630585420384
BCL6B	0.11792037047031097	0.12843629660866543
VAT1	0.8867541503717229	0.9854038874801092
CUBN	0.056466044014631206	0.3579873026685804
GLT25D1	0.9166480330964497	0.9752165074781454
CTD-2323K18.1	0.5911434014127067	0.6859600316174235
IRAK2	0.495837862408407	0.5696683638804343
GDF11	0.4623066445891775	0.7606602096700608
IPO5	0.8858468064728441	0.9473848854761813
AC003092.1	0.05091209200299894	0.41737787257607495
ARL2	0.9021777237472606	0.9632539909688672
PSD	0.23533568892103726	0.33361824187378875
TSPAN18	0.1308413792692181	0.3901851321140961
FMNL3	0.3158180887895973	0.7927660404121845
GLCE	0.6164374563038928	0.6824162949322272
FXYD2	0.2228197234047248	0.2007814390872597
LTBP1	0.46153792173119035	0.7101440927903999
HJURP	0.8515608341726536	0.9131057946966679
PCDH12	0.23581589781669612	0.3136972686400419
ARMC9	0.3853418337175903	0.7212289349012261
DLX1	0.23830384074657182	0.6889379807357779
RP11-158I13.2	0.7456850952620817	0.8799321917725109
IGFBP4	0.783430983496481	0.8461936438518163
RP11-124N14.3	0.4143978233661952	1.13568553500758
PHLDA1	0.7551503491026815	0.8563147443796472
RP11-101E7.2	0.3399676896363521	0.4784264395976452
AFAP1L1	0.3311399877412705	0.6661406300304358
RPSAP52	0.20793487526138915	0.42356820869065503
U2AF2	0.9586966091795407	0.976547542100689
ARAP3	0.4427070082866263	0.5470966865196307
AMPD2	0.658155858782944	0.8844604937541836
RBM19	0.6869820116222947	0.7644036605596545
ANO7	0.2641868998055525	0.3404300760183713
TRPV3	0.2375649476477595	0.15495636212997935
CAPN5	0.5082983561380577	0.6766583375580045
CCDC110	0.21710910120937985	0.26054662198710826
PRSS3	0.4771137546706309	0.33353545367106663
RP11-87M1.1	0.5546482181618838	0.6000062550642475
PAQR3	0.516476095610797	0.7217039350309227
CDKN2AIPNL	0.7875114859288997	0.8798172633333227
RP5-1142A6.3	0.24243645393173105	0.38494362535578713
CCDC85B	0.836322097598688	0.9413980425965085
MT1E	0.596898940060841	0.7112784296348894
KCNIP4	0.2408673581314141	0.34261106531981145
NTRK1	0.06696699954151243	0.2995874397868665
PRMT3	0.7701266812935623	0.7853771660822115
PTPN22	0.1452241440084214	0.2991350331939708
RP11-72M17.1	0.1820522697947713	0.1370304716349425
RP11-544I20.2	0.26744156717075923	0.27802872379486426
RNMTL1	0.7101103507140625	0.7774611903998669
RP11-867G2.8	0.503826231088886	0.44087843120612386
STK16	0.8213395269249605	0.8583909674792289
PIH1D1	0.9362761219392125	0.9351076970206866
IL31RA	0.11212159550265084	0.3617485490961989
EFCAB4B	0.2717980663723943	0.2928181202362755
JARID2	0.6244582586543536	0.7062995726363543
SULT1B1	0.13511737200104662	0.08874079198757735
GCK	0.06981115518310439	0.21347708817827107
TSHZ1	0.46416501247115455	0.6639527957192732
FAM65A	0.6820618822202792	0.8653670676041045
TFB1M	0.5634940800190494	0.6781564600047175
KRT79	0.06482127122388782	0.17571238373172984
ANKRD20A1	0.14630922847281438	0.28109953472191146
RCOR2	0.3769148708306927	0.49791690467884736
AIG1	0.7110373904638438	0.6550364042598016
LYAR	0.8298571961281869	0.8530272189785949
CCDC78	0.4360623927578314	0.4675853264356827
MTRF1L	0.6047000573999016	0.7556101019604353
POLR3GL	0.7636909803114562	0.8968400794591705
ACOX2	0.2079679306453223	0.3967452097604188
ARHGEF1	0.8240422832318616	0.8716683757306167
FOXP1	0.41736293775702815	0.516389623518376
C21orf119	0.5731016388016917	0.64545215165439
LRRC33	0.18246916631817892	0.42315402520395284
DNER	0.19958765799364703	0.6374726236758126
ARPC3P5	0.06596486962698808	0.053530647927181894
HMGB1	0.9611986827255129	0.974136191356557
RP11-352D13.6	0.08939849405763202	0.11542650986009652
SMAGP	0.7958512587298235	0.709844783643922
SLC39A10	0.6487671039672035	0.7852789115770527
MAML3	0.364365502305209	0.43741596253535436
GLYCTK	0.4406122419704011	0.5193474675992463
HPCAL1	0.6198847149992308	0.8244124129051844
PCDH10	0.03499477577684361	0.5162357759700932
RPGRIP1L	0.3788109425846247	0.5439795481115325
ITPKA	0.4445083693167239	0.5094988117014582
DGAT2	0.6101900724418429	0.5203955102662469
RP13-530H6.2	0.08386935312417006	0.5514389394533723
RP11-94I2.1	0.11554363665789334	0.26269688388194373
ID1	0.9433549576059155	0.9249305228847462
AGPAT6	0.7586721051757122	0.8968513607137635
ANGEL1	0.6904612898677819	0.6305480968504976
RP11-342D11.2	0.5621047373762861	0.8542202365470699
RP11-689N19.3	0.47750024693518794	0.6327960087557438
HMGA1P2	0.3261999913377413	0.35245895272812655
RP11-603J24.7	0.5440965949274774	0.759580230172829
BEGAIN	0.18443635341809503	0.2853548550304607
GLYCTK-AS1	0.3671410238853734	0.46408785407753106
BATF	0.4357909272320316	0.1391080923749655
DBF4	0.7479188762966462	0.7793518913492186
C11orf41	0.1723567013149862	0.5851067882175951
ANKRD26P1	0.05057436500287183	0.10747297954802945
SLC17A9	0.3518771288826669	0.35658673323330825
NPM1P6	0.44441707920698986	0.544316595341969
AJ239321.3	0.08400748474124775	0.028393460044216022
PRPF19	0.9603057366879131	0.968327413883626
HABP4	0.4959935745127633	0.8030715928215995
CPNE7	0.5562369758811841	0.5962515081517287
CAMKMT	0.42693410944349663	0.4530332514919708
IVNS1ABP	0.8512356987399222	0.884069764776273
AC021218.2	0.28671840111780217	0.16393800525175473
CTD-2012K14.2	0.5082435271832652	0.7172404781401951
ZNF385D	1.4699765735885952e-21	0.2880595150399067
HIST1H4H	0.545784289024488	0.5552156732742187
ENTPD6	0.844315448992847	0.8567776347073955
MPP6	0.5231556399295753	0.7169213350123165
AC138150.4	0.42707374950282323	0.6029136144925413
RPS24	0.9742822264176512	0.9877653585420342
RP5-885L7.10	0.3531675486556997	0.14623728498932423
RP11-114H23.1	0.25592718658936287	0.2359431744286221
DNMBP-AS1	0.2685132668688615	0.46093746036734123
TRIM65	0.7082592319959897	0.7767792889274109
CHST11	0.3744474473089341	0.7181965938422121
RP11-3L21.2	0.048045516984225864	0.40314674088598246
RP11-133O22.6	0.4175287199591613	0.30448953135148277
RP11-396F22.1	0.16801334772948795	0.3595217356376148
GART	0.8973641294958801	0.9062791225311921
AC114788.2	0.04982283692738229	0.09881235800586827
GPX8	0.5366813034286376	0.8971294704725723
STON1	0.20192220332933025	0.5156916767015671
ROBO4	0.03361214224700527	0.2969348114532424
FNDC4	0.21975203685134678	0.6621200304427882
LYRM2	0.6053621340514926	0.754368806856904
RP11-434O22.1	0.2695799013933309	0.321866876661231
AC137932.6	0.13106825024540952	0.312706094965526
PAK3	0.04607927917323149	0.3741569715461956
CD320	0.8666368146910417	0.974296752605868
FAM40B	0.4706106218645608	0.6231155726150691
LTK	0.22549059578349814	0.304675162462675
AC010170.1	0.1514743216110567	0.6437729866890026
SPARC	0.3018088647003917	1.0481941294509487
AC016738.4	0.36362732493473066	0.44100678121020237
RP11-335I12.2	0.091846705572795	0.1567815045273468
ATP11C	0.5230414947691064	0.7533735017910059
AC079922.3	0.2992587147981648	0.5318008642495806
RP1-89D4.1	0.1468525154124454	0.24954823991882377
MAPRE2	0.4368087419617031	0.7895856268128081
C20orf20	0.903214615319979	0.9123885673514954
CTU2	0.6526265974987628	0.7455757184996719
GLI1	0.13654290472638408	0.4325908206882045
C11orf21	0.1066542619060101	0.13194798318883783
ENTPD1	0.4021375316679142	0.555042596079367
GRAP	0.12368634318023079	0.13845188230683345
NFATC2	0.30475949246242323	0.42014774660104115
RP1-1J6.2	0.5741650830802959	0.6375925205138078
PPM1N	0.35125871491045935	0.41347555217043597
RAP2A	0.646990667300048	0.8078333202086523
NPW	0.30671570156557465	0.35661643348268574
ZNF512	0.6336060091276214	0.8316598871726717
LINC00313	0.21099416784119276	0.2731184899726342
NOP56	0.9415962903664603	0.9537768405065751
PEX5L	0.148910266735389	0.3208276389491106
MAP3K8	0.5242476315746342	0.4192669714986393
KRT5	0.5645887234688686	0.3274887983995916
KREMEN1	0.5429717356574137	0.6071821615326104
TYMP	0.6282906355489937	0.5224090260434473
PEX14	0.6881024802895279	0.7598194916178698
GPR87	0.6418775794592981	0.1483250319769289
LINC00086	0.25259343251009764	0.24063772512852788
CTSH	0.8814510726616548	0.5007400885543057
CCDC85C	0.6232273484051458	0.5799955316730435
DSG2	1.0315415229552523	0.6034220408481107
FBLN1	0.5371119796239424	0.7262803235593852
LINC00365	0.21907359538383983	0.04842569937009496
MLLT3	0.41413841012905694	0.48009911237783226
RDM1	0.428668200715512	0.3958965111693943
DST	0.6069215087192804	0.8410084148031197
MFSD9	0.6597200004819372	0.5763018599061591
CD93	0.061642747873181906	0.12200931960046357
ITPK1	0.8340619136245906	0.7395370372162113
ALOX12P2	0.29135449878653574	0.1490449877676769
DLG1	0.8272302200387827	0.822755998034494
PPP1R16B	0.13218957828085673	0.22892305389711953
TNK1	0.6562585283371571	0.2729303288408981
DHTKD1	0.7673890755717669	0.7049853853939381
GAB2	0.5093823704149425	0.6455923673836691
MAP7D2	0.3357696803063234	0.39435323303612696
SH2D3A	0.9721954780171187	0.23798917138920295
PPP2R2C	0.5154096902390577	0.35365521058880245
RP11-54F2.1	0.28575968114383493	0.5740147070340038
GLS2	0.5447842711234263	0.2359324356345675
AIFM2	0.6777278385458235	0.6772582822527717
RP11-774O3.3	0.24824635716903734	0.33785648622121395
PTPRJ	0.6187272490389334	0.7307361202673477
GPC1	0.808285725663943	0.8896657475417759
EPB41L4A	0.5132682512999418	0.4599194150585685
RP11-404P21.2	0.34303061016097136	0.3270489159181167
CDKL2	0.2136452248296825	0.25511641048453154
FAT2	0.3948737773644225	0.2108489611054283
PARP12	0.6919139376903185	0.6035015104488589
LRRC1	0.7367839550802747	0.49247932614488915
AL391137.1	0.4643956864477176	0.11273759988332496
KIAA0284	0.8412772729795579	0.7103940137963495
GRB7	0.9740208735046652	0.17810970644167345
SRGAP3	0.35464024161526747	0.2792923545492342
MSLN	0.6545531364397685	0.21963952729512515
NDST1	0.7224969264851537	0.919927386933948
RAB30	0.3332821660808765	0.53650593726212
RP11-688G15.3	0.8522761510111823	0.7336608594124057
RP11-290L7.3	0.12060099650538114	0.24152282354595808
RIMS3	0.37561430057854717	0.4818601570953141
MTSS1L	0.7780377510140928	0.8410541230973707
MYO5B	0.8283101335534058	0.2563937915851636
FAM189A2	0.27176668590254394	0.23178107725784264
LITAF	0.8645165677263735	0.8113626926385947
DUSP14	0.8057616448676962	0.8940121019016977
GPR37L1	0.25613052579988443	0.0665434786125078
RP1-71H24.1	0.07089545028117858	0.051185857737513774
SEMA3B	0.6375547833461865	0.5693234254753047
FIGN	0.2694044371196513	0.5516301238363136
EPB49	0.6755094661219879	0.4449665993511935
RP11-388P9.2	0.4983560492784867	0.33889176612154903
GMPR	0.32899223697036695	0.6106209731277921
PITPNM3	0.4089086574894485	0.31414866114517564
GFOD1	0.44997707666251924	0.45455456165332986
TMEM63B	0.8063957108322108	0.8233226037349368
SEMA5B	0.11721693708884451	0.20860452534372392
SCIN	0.41263409418925356	0.26825283623739793
CUEDC1	0.700858442777077	0.840968173335669
WNT4	0.41626091005063015	0.17273624950254068
TMCC1	0.56166186982986	0.5642047415178539
RP1-313L4.3	0.13915390590946625	0.22372889712699176
C4orf49	0.016779689333948546	0.3457693081910126
C8orf47	0.3525855078435842	0.25056341787103925
C1QTNF2	0.11579678057568503	0.3876512689613752
