Name	C0	C1	C2	C3	C4	C5	C6
ADAMTSL1	1.018049959881792	0.0638488722174728	0.05455537058930024	0.37491731868932887	2.6285134026689274e-06	0.04353935453048203	0.06575695256541761
SLC20A1	0.9256267993320882	1.0084022836964877	0.7985665915271152	0.8847123637212184	1.039550311702902	0.769041750085648	0.9090549864650113
STX1A	0.6944471776728482	0.8168176368180942	0.41659503356747346	0.9436999640732084	0.9647635124466847	0.2918151819385844	0.5842070443070416
ISG20	0.27229232598048075	0.7884478268315733	0.4508133122582205	0.25422571069729166	0.5583470511803962	0.4365377976993054	0.6788302209738603
CTSL1	0.948147490240568	0.5634300307836838	1.0809534779561685	0.44914250666358435	1.16209873153448	0.8410757022639445	0.9671614054474097
STARD8	0.5643687786303228	0.24801861304326445	0.5913241321359671	0.14468048551241725	0.23670560190865755	3.510567444388347e-21	0.4866097187214726
TRAP1	0.7409652718396208	1.0589874866869131	0.9060564050840018	0.9004100711491795	0.9283330814254688	0.8919086115336486	0.8844770448140233
FAM216A	0.6980498712888824	0.6399594768896769	0.6873532222049561	0.9155608610200527	0.9587315927870598	0.21018314571074637	0.7121322329517289
SLC35E4	0.711371443297598	0.6337320806129342	0.3752927298394084	0.4138565991532578	0.5040593615736565	0.3274161984284757	0.6726860234783064
EXOSC2	0.6758313916856228	0.8901099815894027	0.7553801302785534	0.9143308306774427	0.9234807561757935	0.7508186936645697	0.8219161321529285
RPLP0P2	0.452269315851058	0.3762745230863616	6.848767532805736e-12	0.17843366795530713	0.0011605046338932152	0.3290443733064212	0.25694817338585335
YBX1	0.9854486795546268	1.0913735972535163	0.9686527100703427	0.9473910472888415	0.9731066221608968	1.0450677222954872	0.917272088841529
HRH1	0.8460786245015763	0.6268036471623724	0.35687011619904657	0.01906879857665964	0.9628680308206531	0.18489613338400127	0.19788193036505766
TSPAN5	1.0900904679251198	0.6755425859397386	0.18333538354620285	0.6887682779826848	0.7989059336429912	0.46710522262563303	0.3518937497517097
CTD-2033A16.3	0.8009067289158237	1.0348826334909376	0.8843926679814372	0.7731082386589005	1.0039376219409153	0.8604891515789842	0.8642832183598617
DPYSL3	1.1298657148574662	0.41030310767164313	0.42226086839425603	1.0411532268061152	0.9558259617787985	0.060408311115821615	0.553626327436103
PIP4K2A	0.7884986881387268	0.765831355733198	0.827832753120586	0.6094818329792695	0.7335655893906814	0.3968413393808506	0.7727731796255795
AC006111.1	0.4856026817415252	0.8551854650485102	0.6790717533055206	0.74561296091751	0.6942132899558064	0.5729235752595474	0.7263418411420219
RP11-497D6.4	0.4827219700641097	0.2713601969787707	0.02733830444068719	0.17888420462617535	1.6360046195368697e-05	0.13902547365274034	0.11560812791644774
WDR54	0.7569267008796841	0.6411346573923276	0.8253537017977759	0.9701874282988616	1.1601419818373417	0.6221052645748069	0.7860600758228341
FUT8	0.742471614738097	0.76983786921363	0.5422322324801931	0.6239274733577235	0.9804492069657623	0.5155371066031039	0.591250421634548
GPR3	0.42488826518719597	0.5184495501929907	0.31661760572857783	0.5107429028708462	0.4922300387770179	0.14598481863637494	0.8435050498894816
IL1RL1	0.18141853416289813	0.1606888367058458	4.858965270090385e-21	2.6589008426238898e-21	0.5334627473622445	0.08615524237013464	0.09956630127017735
C2orf89	0.5071753712443491	0.7227819746086566	0.1358509825899826	0.0204597205753634	0.5188108743220384	2.6955304030048604e-09	0.35016621915812873
TOMM34	0.8805090387668558	1.0246093091757593	0.8611226287892454	0.8753609895852467	1.0047608885392865	0.9098998856483417	0.8814850435026478
IFFO1	0.9643236562894889	0.26844706719585204	0.28931991754020037	0.18424227976712146	0.0003419379742407856	0.14812531658846823	0.7739822075025713
HMGA1	0.9235254102493843	1.1077009112893152	0.894414610430446	0.9245663370614509	1.0291366668646011	0.9980843871329433	0.9123066774539412
KDSR	0.8023903934231623	0.7684071946908174	0.6647751772722313	0.7218777671082859	0.753742342501174	0.6377379375736026	0.7375426854874803
BMP6	0.38059062243279396	0.17390914762738668	0.5160523178781006	0.39468382195256757	0.2337922110426398	0.21060053070318918	0.27939482947080435
ETV4	0.38503703915044146	1.2190214216998028	0.5193801922047222	0.3891306863203202	1.0372929579337906	0.4454938318509715	1.1249875047674551
PRDM8	0.7112468863296061	0.37332382919005713	5.664864611157887e-20	0.5051174323355206	0.7623762199562983	2.2354817414037006e-21	0.1935148399234736
TMEM55A	0.7450638835194452	0.4942077348198648	0.47850204551419345	0.5961401798611689	0.6756742756590941	0.253610620463679	0.8180723487539368
TM4SF19-AS1	0.19867340273289574	0.34250028729464166	0.339424484602723	0.3247775459670099	0.8985431889971123	0.10842480429040585	0.46965481579968427
CACYBP	0.8828417788175363	1.0333201558852172	0.9364745093263084	0.9445033224391456	0.9249457390335967	0.9352458241066312	0.8893696576438916
B4GALT6	0.35640127268863503	0.5725787833809579	0.47126569278887376	0.6342227640875012	0.6602276932363461	0.12096437693687606	0.8678933651496745
RP5-1160K1.6	0.8127347115517133	0.6922307471031042	0.8127781940420759	0.72608949136646	0.6083014713886434	0.4866148680213654	0.7301510360010021
TPBG	0.8424665784146975	0.39410922193164305	0.5410381920504169	0.4143153265596739	0.9897562258053066	0.8547104927139335	0.35046958367953035
LIX1L	0.8906207003591446	0.27346938669749643	0.7930512009312609	0.7848005792514149	0.8392031052228729	3.988331465112724e-21	0.8929569749989347
DOCK10	0.9272119465344911	0.09189571863432985	0.24971816007339412	0.4243862214860504	0.36225389905286576	0.050744988782928685	0.6255277331731182
FKBP10	1.0271011709759346	0.7682445631987903	0.8404727952394839	0.7092503968995796	0.9216096482529335	0.5368436699516529	1.0053193662567248
NCBP2-AS1	0.7221259252303144	0.831618645717407	0.7552970934544778	0.8265470314921121	0.7921201097942102	0.7765747206991995	0.8431867439995381
STC1	0.8641706122961135	0.10371950514103936	0.5920199819338544	0.5922781236076642	0.6243936086299756	0.27790643878076954	0.49126935809207634
ANPEP	1.161841605077619	0.47253339683449863	0.3918728922120293	0.08739904261086379	0.4160454275934958	0.1179307536274943	0.2501151111988755
ARHGAP4	0.2020404961012023	0.7655296195449658	0.43018019232752003	0.8808839813030366	0.3256654844182753	0.21926920944615255	0.5093883335451697
RP11-82L18.2	0.47736982106747744	0.47646168641789644	0.2103737371738342	0.3190385268367631	0.42791939789249456	0.19467142831087664	0.3291001309978032
PLOD1	0.9732545401533826	0.855042372190652	0.9892020998963614	0.644134209235925	0.8771537887631728	0.9140952745594692	0.9387063239215491
MMP16	0.6362055038145686	2.6709339395139965e-15	0.10999523441399404	0.5926852585693633	0.15681801018403543	0.10571046966454763	0.6993734537645531
NES	0.7302572278713289	0.7415189822938659	0.35816884959475365	0.5722241248985414	0.2983067573851743	0.20642254342356364	0.9923626828653297
RASA3	0.9917298061677189	0.7024861997860549	0.4949287775693872	0.4609722093204808	0.7690898244751412	0.25516795011420657	0.8851550947936725
DYRK2	0.6627483097570631	0.798921847724488	0.729074048869969	0.7626573927675291	0.3522385867713109	0.7568764954601263	0.6201493254675263
U47924.11	0.7474201169394545	0.1291389510248737	0.4081071954802818	0.8820179377726828	0.1015324485434893	0.14508680606470428	0.5521870325529442
CMTM3	0.782739704963936	0.19697409795913282	0.8539029532347274	0.6070617269139581	1.1583427677467437	0.18621512753232247	0.8476563641204304
IFT57	0.7865087099934018	0.7181297792922918	0.7287867591788458	0.7464709382919501	0.8692981587998911	0.6741527088576542	0.647619039820383
GNG11	1.0414337329899268	0.1909552953879095	1.0940617979180105	0.17673152239881537	0.9323086222764365	0.10562826251772123	0.9428299841438696
DOCK4	0.5063971378345442	0.4719094644082243	0.5149950300805625	0.5895186971995403	0.4003143938142004	0.0014376329527115736	0.646615670953434
RPIA	0.6925291370812848	1.0413251274418662	0.8194224443804874	0.8836852359051013	0.8809110616547599	0.732271725647231	0.8367988619572245
SRPX	1.0937094504153508	0.27802539135968307	0.32297618639358217	0.21111597292549933	0.6671576190904622	0.17876588887144584	0.9709942431213318
PODXL	0.8018284280346463	0.915490499559865	0.67241465556779	0.6898368597163402	0.9075075870783265	0.5431568832014843	0.4565547290742787
MME	0.9324382227278113	0.21347728200552418	0.228432797990585	0.16097901942569193	0.379544318117069	0.4034952824485697	0.5691486760133664
RP11-443A13.3	1.1000781878723613	2.2498373096125432e-08	0.2796440431649935	0.56541839562183	0.21008958249372794	0.06111290191053361	0.06527661821338622
KCNMA1	1.1596612000476338	0.06440251185626168	0.3583546219447635	0.6284499797855183	0.30435793943433215	0.09218097099907101	0.1622393298150455
PKIA	0.6807846333182909	0.10845042590994779	0.18906111648919344	0.9413549935533362	0.5502442504334295	0.11750369661933986	0.22491709028549636
SYT7	0.3824917537744332	0.744559200656774	0.07540469817978156	0.9828750371777233	0.053377144012485105	1.0198121646603004	0.10579720303954608
KATNB1	0.7030927682256684	0.8175469834365746	0.703532978280371	0.899450685159555	0.8537108324231104	0.6229876696394879	0.7827674494405436
SLC9A5	0.5482969816784018	0.3882719471963639	0.29649299280125463	0.4997567394564463	0.30722568813611234	0.3061893597219484	0.5385747856830229
CCDC69	0.3863421538314013	0.5112276600027873	0.28335064730647436	0.19146762191166453	0.5733228842428044	0.4741957994443214	0.4322643587139925
RPL5	0.9752004660099707	1.0885898554731277	0.9657806588010587	0.9435348331825997	0.9735583139634344	1.0388871777588664	0.9082631870980975
RP13-516M14.1	0.4407281444091303	0.5091305010723762	0.45139052929576795	0.6664430400097956	0.6159718217655892	0.4949118415836086	0.568686525174529
ARHGAP22	0.809582172595934	0.1580957837054339	0.29777264041856455	0.320361503479253	0.47076600752678227	0.10182735381698903	0.3495660169064565
ADAM19	0.9846761995820205	0.34478556231939106	0.2666202013496804	0.40243944303815643	0.8841894948240746	0.2556114937270458	0.5991689359982875
GPR162	0.4674311611811511	0.09535155755408499	0.3633041511242297	0.9160140272432788	0.07463547666311328	0.021386931806068075	0.40055206745709254
RP11-736K20.5	0.4106264292239796	0.23098274545948058	0.29073346053301025	0.16377070870675525	1.5285875968140005e-14	0.2661902994296089	0.2764909308245474
SERPINA1	0.29487372903393294	0.8293484405779723	0.49676154019318003	0.10212324974762461	0.7887337176433791	0.16697145612885347	0.2630988788247289
RP11-1299A16.3	0.43055340624100075	0.30867815872553767	1.864326147445575e-16	0.2535016184896549	0.13867854889563747	0.1071520971011316	0.05428326847136485
PTGER1	0.33018955325601895	0.22625003351787762	0.10221399750182139	0.2850454841807943	0.10731467862194735	0.09473575379363601	0.1928723019572189
RP11-221N13.3	0.5318243844764191	0.16004105975951166	0.12450999049695294	2.3216445561016448e-21	0.6999831643054174	5.162407972528205e-21	0.5645951141576604
NAV3	0.8326123550112786	0.28549340943002627	0.25298752238748556	0.1651000500354812	0.5879206246387039	3.842596973353499e-21	0.5008425615888955
DAP	0.9844302305112007	1.0604418485337512	0.9217791283739398	0.8744388939003356	0.9322442237516451	0.9787637646308562	0.8396715021842197
ELTD1	0.5369868586687474	0.13758753326695594	1.2463922339136995e-08	0.01573483239481304	8.20553325025435e-21	0.026158105362214214	0.10514807777648141
ARC	0.3261279566524629	0.2996449791877945	4.5952723348441037e-10	0.7093757700454998	0.24508226670214786	0.16352083847455018	0.38571431152287655
MME-AS1	0.7917255050323546	0.1397316731616431	0.14899577689448004	0.08946988879150361	0.2917090833707304	0.31259803895792104	0.5185364064356391
EEF1A1P5	0.9936872341839765	1.0967102450748205	0.9729334415222827	0.948484835453232	0.9761613760405662	1.054004081346211	0.9208726544531856
JAK3	0.23741765054649985	0.3046531087620506	0.3677785443501833	0.23019944251615962	0.2737398079906906	0.2147235683183956	0.3497381110049231
RP11-169D4.1	0.04428772134080994	0.06796418490718234	1.2678206868077023e-12	0.139439960800777	0.3740324020967506	3.864882559528064e-21	0.30128902275744884
PFAS	0.6546416389774147	0.8014708093872706	0.8398612838563714	0.8776966534665395	0.88710803431182	0.52638260776094	0.8766076911136595
TMEM158	0.9348561640097265	0.42061192731319647	0.21163529024966898	0.4286979269113281	0.8710390175648194	1.3107485837547642e-09	0.76967410003503
INSC	0.2971323230216492	0.24603830115188433	0.032329745610099284	0.19209166097632635	0.08520099341982648	0.042372107310912406	0.1799761870981881
ARSJ	0.9891421363090424	0.5057210455681097	0.5007598861159329	0.2439106398611224	0.9123077552035975	0.2248427815826123	0.4042148375383867
GNL3	0.9101247503527291	1.0779850069793329	0.9193793589748191	0.9218309033728408	0.9374529909480525	0.9472801342485521	0.9015809958825114
GLUD1	0.9169343156088062	1.0536498646575652	0.9303548069242702	0.8488941017090055	0.9404774323720393	0.9672762591584938	0.8506340503827416
C11orf68	0.9379696924731767	0.867048712472214	0.7905477613758833	0.6976811627010899	1.093375236297243	0.7419223923125896	0.8160252418917877
GPR4	0.23730408910258846	0.07323575309929178	0.020119057825142575	0.2862307079835084	0.14899501744175414	9.601286917953656e-09	0.2424637731886433
DUSP22	0.5879536519887398	0.6295738969803364	0.7273239820836854	0.7115504185793442	0.5718022244028312	0.6183505656559438	0.7156230028087496
RP11-153M7.3	0.041625324983607916	0.032766336298379724	0.05750979924049735	0.09861716300166838	0.0839549265862772	0.044870945727450914	0.06044343348031873
PITX3	0.1067090164509003	0.09183645447693375	0.2962269038643757	0.2378445038874549	0.16491446613176688	1.5966286677857047e-09	0.07638953015072891
KRAS	0.5861975358521369	0.7785911425934171	0.5666941125841982	0.7141504730774041	0.5734224375249664	0.5887484508719233	0.6086855865209405
NPR2	0.8747322181036105	0.5773783474653276	0.29771672899735435	0.4800050133881521	0.26150118155672586	0.22437320040231182	0.4686127753848014
PREX1	0.5979684693580583	0.18718580440534688	0.43310201949096894	0.5796158948305059	0.14397506790896877	0.5271330002804315	0.8993264146444501
ABCC4	0.6560797046401126	0.6661359587712934	0.8816639318795247	0.5505122463870006	0.7473632682525579	0.17841548039466507	0.6583880208262446
SPRED3	0.4930975699577966	0.3188704425973605	0.26608833298137674	0.3693266182396964	0.2394222191729358	0.12712733226715098	0.39424680334456996
ANTXR2	1.0052334589333858	0.7623473868892449	0.07925173749276615	0.44249265713697167	0.9658128029463952	0.0010876750300531969	0.47291682329451246
CDH5	0.08220677363757296	3.1374558905129084e-11	0.16293461398588333	0.1137970814166342	0.23671036301741677	0.3978880683357476	0.17478936917857232
SSBP3	0.7574990636878811	0.7311993067907124	0.6260962162980382	0.9883053400040016	0.34053054964474655	0.7807554951063951	0.6453929159461091
CDCP1	0.4861722615218032	1.1480749950067022	0.5234139256885614	0.2775969593932656	1.4369821660499489	0.6913509259688143	0.1379357571158119
GLRX	0.9431603565285559	0.7696262357480281	0.6756255407373734	0.3889969401524854	0.7209471082703665	0.3276287430167672	0.552829978314822
EFHD2	0.8708894494394755	1.0561194367182507	0.8216888599438241	0.7152404633679383	1.1132021014139424	0.8444895630480606	0.8660649817584041
CHGB	0.16144891641740433	0.2095145573370306	0.08340685762910235	1.2648739458721794	0.3321615298547636	1.3023682746159917e-19	0.2991282215465732
UNC13A	0.2733475739597138	0.2941710945837779	0.11931138527519161	1.142243718942541	0.18628769030991904	8.539396422898585e-08	0.2928771943194614
PLAT	0.9253931864464267	0.32306427408348504	0.190212332886853	0.18049579867205875	1.273311636704759	0.4797526558845771	0.9711136255306991
ANXA2R	0.365713172149671	0.41411187960310025	0.4921184540046248	0.47844808955582435	0.4268024638866444	0.24727414929404457	0.37622485416282486
AC112721.1	0.4738846909329578	0.07996576860076902	2.6387972144803305e-21	0.07133187397963446	1.4469829842664487e-12	0.0002759033786590025	0.110202229886177
FLT1	0.3339490460046595	0.06812832197801105	3.633292044869199e-07	0.1107355875017506	2.020839995154627e-21	0.1542568777129361	0.4528496130404785
AC016683.6	0.5077933268335154	0.7748243059409506	0.6290059310816113	0.2809199643110489	0.6414313731764035	0.2946552308052311	0.3448622681502584
ELK3	0.8626974042022834	0.6639483044097017	0.6749191889403119	0.3739675698020236	1.3353281882565793	0.4044795923657026	0.8650800208966901
HGF	0.5426788882410889	0.1271538378435864	0.07990966292944342	0.3042005395607411	6.454526025199932e-19	0.024958317058057834	0.17548649501440958
SPTLC1P3	0.033404945495829085	0.042454379701066615	0.03605434186590453	0.0299238813604842	0.016248700620119395	0.02321110500835017	0.03574314339034997
PYGB	0.9391397800230327	1.0589526725248917	0.9059164033813538	0.8604334818760987	0.9303378450225408	0.919466238892171	0.9162624530904607
NELF	0.7593607973715375	0.9599459812847665	0.7171531056172039	0.8991482974580756	0.7882403271450019	0.8059355211856836	0.7832755686812614
RAB13	0.9689128243435108	0.9699392371858154	0.9690247771733526	0.7345035577619046	0.8333128968126997	0.9498256491642899	0.9001545987455877
SATB2	0.625317850218473	0.7151989474228647	0.25238937098139774	0.6235573250290131	0.4475089588703734	0.09119366037630443	0.6286774876628181
RHOH	0.09438453696774764	0.18916018008292107	0.0856000237214542	0.34598929929913863	4.3739227289660166e-20	0.13292606425090953	0.15165510493141654
C6orf1	0.844146342639051	0.7724646705886288	0.6571736906255962	0.6346435187847507	0.7139682382368476	0.6178737402709761	0.8714535049216212
FAM92A1	0.6734851047143067	0.3132638605462719	0.5510846994360714	0.7725982142382953	0.7843050248587672	0.29909071095031325	0.7041019841939524
TRBC2	0.4462771042209802	0.49192458935833927	0.1063029027289093	0.21899509357560254	0.7377248027141152	0.07340824805140259	0.25786524057185856
MPG	0.8861228638507542	0.9423964434660305	0.8277381136582286	0.6687127157816536	0.7838098515200449	0.8418218046467388	0.8870529036378549
SRD5A1	0.7154902895129379	0.8599891328441143	0.6892791009323878	0.8415490794523054	0.8587386446822123	0.7117304961121697	0.6247527333327008
IL27RA	0.419647743801567	0.5992705605959573	0.6257560870463675	0.5207545124373113	0.909086115854995	0.3929013340602689	0.6955927244128276
B3GALT1	0.15810200401945176	0.13329660643467733	0.20849148958105385	0.417733621613973	1.1764338211023974e-20	3.131085651080845e-21	0.5085976647704818
SLC6A15	0.18544312056731346	1.2206250280617042e-21	0.12923654578384808	0.6962353884751769	0.40104605464273574	0.15509254972998057	0.7117843176711937
CALCRL	0.29471992147534126	0.055314134303287806	0.3651032267683464	0.3075545009054817	0.2296760554760682	0.0816967071802499	0.18241131853657694
PLEKHO2	0.8349157837231892	0.45913284099074486	0.507483409836385	0.41873931032272205	0.5071920649503863	0.4603199208553543	0.8922442428955552
RP11-549B18.1	0.16587809133923326	0.4640570559005452	0.31379023438520137	0.5102735440340497	0.3911985152252887	0.13720530251980495	0.6681311031898267
GEMIN5	0.6425758870653403	0.8142410591175234	0.7573128951860263	0.7964068246314695	0.8355083651259503	0.5661699104790346	0.811997155912869
YBX1P1	0.9303230947832287	1.0296275919771147	0.9362735360057988	0.9295098705235403	0.9715551111066026	0.94652556191338	0.8934191176842162
SYP	0.2270603517993008	0.4141597441339869	0.20024284483142232	1.194870478693665	0.2010189389503305	0.14497390488272513	0.48302526041694993
IL21R	0.5208497280000554	0.1388131512671271	0.1369495876537951	0.24813191555892064	0.0005151643575479791	0.12399024944062471	0.23312914865796305
ITGA5	1.0956948897540115	0.25276972975764883	0.8844659550805821	0.14534873371374493	1.2209128300539192	0.5143684952961305	0.8007747723554884
CHST2	0.6386130431826277	2.2163146755709052e-15	0.45329756800167365	0.44844458456047687	0.2722099908614286	0.22823330887714524	0.6981771488494329
CTHRC1	0.8445884325861001	0.3187747044402159	0.32319821186374853	0.5760743038203077	0.7612939067677686	0.30274098772632746	0.7071300536963561
EEF1A1P19	0.8488673595838538	0.9764356833909948	0.8579431156647399	0.7520615671307181	0.8530319654741728	0.8091592585062335	0.8010332071532384
RP11-567J20.2	0.28482461447299257	1.9182307967458057e-10	4.0512374783897945e-21	0.09157748541581762	2.7947418904201956e-07	0.0590087865997972	0.014996655683539327
CNIH3	0.5333504487386791	0.3208903909400791	0.20131488332967765	0.3250576284902788	0.2917898295392265	0.10330030046523775	0.6939767588837874
COPS8	0.8955505105892603	0.8814341503412273	0.8110897380787151	0.8811493790329219	0.8951295086346378	0.7429921391497667	0.8564249837318729
RPL4	0.984286115051319	1.093740459216238	0.9691544951668238	0.9448757805704664	0.9734622563788878	1.0478732433116706	0.9167163430808469
EIF3E	0.9214964613909735	1.0791871874987873	0.9444243258242571	0.9277795655584455	0.986663960469571	0.992985121064802	0.8915950096144168
FRMD4A	0.7752643621591245	0.34479004903906874	0.49087980866900105	0.391514566148249	0.23887324091622766	0.42614941399652373	0.7283898691981072
TEX10	0.6214454362958372	0.7100870758070833	0.6142360079808327	0.7131454852693123	0.7267848927325147	0.5576989937094765	0.7508764985302875
LINC00460	0.44319956203648064	0.39866217777022706	0.05516036021513347	0.0008990584982797014	0.8169499678535597	1.4764177992803225e-21	0.2199171021360875
FAM43A	0.7490561963870882	0.5880011219586958	0.0783220757224544	0.5323513590362584	0.33131667327272873	0.6021154302124063	0.750075956814521
CTA-221G9.10	0.5042289095133701	0.4957536915205176	0.31193016395779405	1.0571184554287179	0.6417066797749492	0.14117736801048605	0.5530998706190234
AC002303.5	0.4563015452157077	0.11638252049953929	0.14990376049779924	0.3101557175656949	2.0832640579692732e-07	0.12493723750955038	0.20930898773183096
LRWD1	0.7538830524430647	0.8422896465662011	0.76210280210667	0.8433979605870888	0.7444149650503581	0.6926595863432237	0.8720238176926357
TMEM231	0.6234707965301393	0.5879422367702976	0.6009855816655567	0.679017466445574	0.5556658522599597	0.4230752739877107	0.6219140399358145
CENPV	0.6062172067621893	1.0402209468824382	0.5417542295998881	1.186978096341723	0.9733987193242717	0.2654200328852057	0.39957815229268856
SPRY4	0.6539866005692889	1.0905153228686932	0.3941087400848208	0.3042125042990778	0.5060249567898736	0.3240819191174535	1.1037971791800418
CLDN14	0.24884750554028007	0.14167452559505206	0.14570357767068423	1.0477202499294648e-16	0.1350892305738814	0.0028247744731668763	0.2630455967197505
SHANK1	0.3768342386442791	0.1081306226708843	0.03899328677904165	0.4227114565979467	0.11878858337023368	4.005683899145521e-21	0.43454860756713837
EEF1A1P6	0.9899159043081646	1.0944582680241066	0.9716837480421467	0.9460355906890376	0.9739517597961477	1.049682342572603	0.9170737533788356
CACNG8	0.31376485524985576	0.26017226196156135	0.2835165011205693	0.20721377473335004	0.46134580816990134	3.0096436566224596e-21	0.31842186400599815
SLC9A3R2	0.8974729505290696	0.9798691619994401	0.6278377189578668	0.6120198918453559	0.6987123535246805	0.7154740239522185	0.5336280264733848
TMTC4	0.49620482706753305	0.7824078774254506	0.7602718609826011	0.8901446268468314	0.40278673773975776	0.5485720731720788	0.6362061089192698
ZNF883	0.5401414925136285	0.1733441333146508	0.2989910473623573	0.5629182792131291	0.2236131516955936	0.23900892084906525	0.4062805141094914
RP5-1120P11.1	0.26831290308625566	0.45429630272622573	0.4472426054338226	0.39642649905016014	0.3742584702211605	0.16153489263203955	0.22955439421355714
LRRC73	0.36502755943055953	0.4161896792062664	0.2921005312873458	0.4367423979762166	0.00511209379755463	0.35856732884470205	0.37300366840452
RFX8	0.6412973324233877	0.19108841909981938	1.7685336739959926e-21	0.06307772245225853	0.3027923933394586	0.0010220141294625797	0.05040231870677576
GOLIM4	0.9596859982587859	0.9053801816678351	0.8346334283080082	0.8495640914505179	0.8024970139381349	0.8218415021387351	0.8338936160749355
CDH13	1.2207314560654219	7.981247228582282e-15	1.206929925078973e-09	0.14280932393888204	0.1392202432483406	0.5065163640791442	0.2114038297525468
RP11-318K12.1	0.09752351205311673	0.6626268342561744	0.06289218226540401	1.3348037280265071e-21	0.43920277606579833	1.111076638021918e-21	0.2636923889994518
