Gene	Score	0.95 MoE	p-value	FDR
STARD8	0.8556020166407176		0.0125	0.04880327283849919
TRAP1	0.8555310246865035		0.0125	0.04880327283849919
FAM216A	0.8553212570570062		0.0125	0.04880327283849919
SLC35E4	0.8552735640344783		0.0125	0.04880327283849919
EXOSC2	0.855166110920871		0.0125	0.04880327283849919
RPLP0P2	0.8548802793665169		0.0125	0.04880327283849919
YBX1	0.8547376966069632		0.0125	0.04880327283849919
HRH1	0.8545579043920125		0.0125	0.04880327283849919
TSPAN5	0.8543846577509272		0.0125	0.04880327283849919
CTD-2033A16.3	0.8541827016826704		0.0125	0.04880327283849919
DPYSL3	0.853688551935774		0.0125	0.04880327283849919
PIP4K2A	0.8536594967180062		0.0125	0.04880327283849919
AC006111.1	0.8535415077155744		0.0125	0.04880327283849919
RP11-497D6.4	0.8532789355718817		0.0125	0.04880327283849919
WDR54	0.8532491278849985		0.0125	0.04880327283849919
FUT8	0.8531138939289711		0.0125	0.04880327283849919
GPR3	0.8530454366863442		0.0125	0.04880327283849919
IL1RL1	0.8530149291199598		0.0125	0.04880327283849919
C2orf89	0.8527461577184893		0.0125	0.04880327283849919
TOMM34	0.852676731100092		0.0125	0.04880327283849919
IFFO1	0.8526225022379702		0.0125	0.04880327283849919
HMGA1	0.8526186997614741		0.0125	0.04880327283849919
KDSR	0.8525980955670049		0.0125	0.04880327283849919
BMP6	0.8524037868993967		0.0125	0.04880327283849919
ETV4	0.852313795342205		0.0125	0.04880327283849919
PRDM8	0.8522650402986148		0.0125	0.04880327283849919
TMEM55A	0.8522518912995916		0.0125	0.04880327283849919
TM4SF19-AS1	0.8520110110773725		0.0125	0.04880327283849919
CACYBP	0.8518285358049502		0.0125	0.04880327283849919
B4GALT6	0.8516902545264627		0.0125	0.04880327283849919
RP5-1160K1.6	0.8514811423267756		0.0125	0.04880327283849919
TPBG	0.8511308160298122		0.0125	0.04880327283849919
LIX1L	0.8510770935990453		0.0125	0.04880327283849919
DOCK10	0.8509816534588885		0.0125	0.04880327283849919
FKBP10	0.8509715996878147		0.0125	0.04880327283849919
NCBP2-AS1	0.8505380166621841		0.0125	0.04880327283849919
STC1	0.8505218761248504		0.0125	0.04880327283849919
ANPEP	0.8504755947836439		0.0125	0.04880327283849919
ARHGAP4	0.850164577913257		0.0125	0.04880327283849919
RP11-82L18.2	0.8501403576749335		0.0125	0.04880327283849919
PLOD1	0.8493777829125377		0.0125	0.04880327283849919
MMP16	0.8493723962762102		0.0125	0.04880327283849919
NES	0.849314222049989		0.0125	0.04880327283849919
RASA3	0.8492943957568709		0.0125	0.04880327283849919
DYRK2	0.848933719382817		0.0125	0.04880327283849919
U47924.11	0.8487797579200761		0.0125	0.04880327283849919
CMTM3	0.8487252486133672		0.0125	0.04880327283849919
IFT57	0.8487199594230723		0.0125	0.04880327283849919
GNG11	0.8486220463519923		0.0125	0.04880327283849919
DOCK4	0.847999093187124		0.0125	0.04880327283849919
RPIA	0.8477748040191421		0.0125	0.04880327283849919
SRPX	0.8476868217954654		0.0125	0.04880327283849919
PODXL	0.8475194999644609		0.0125	0.04880327283849919
MME	0.8474934235564818		0.0125	0.04880327283849919
RP11-443A13.3	0.8474207569532983		0.0125	0.04880327283849919
KCNMA1	0.8474001603335882		0.0125	0.04880327283849919
PKIA	0.84723497824811		0.0125	0.04880327283849919
SYT7	0.8470991581837997		0.0125	0.04880327283849919
KATNB1	0.8467156666586649		0.0125	0.04880327283849919
SLC9A5	0.846655270276717		0.0125	0.04880327283849919
CCDC69	0.8466225176796216		0.0125	0.04880327283849919
RPL5	0.8465735801787595		0.0125	0.04880327283849919
RP13-516M14.1	0.846533975267229		0.0125	0.04880327283849919
ARHGAP22	0.8464952642797806		0.0125	0.04880327283849919
ADAM19	0.8464760875461625		0.0125	0.04880327283849919
GPR162	0.8463195760170299		0.0125	0.04880327283849919
RP11-736K20.5	0.846300685416741		0.0125	0.04880327283849919
SERPINA1	0.8461602706463776		0.0125	0.04880327283849919
RP11-1299A16.3	0.8461430637744218		0.0125	0.04880327283849919
PTGER1	0.8459167513212423		0.0125	0.04880327283849919
RP11-221N13.3	0.8457030465059321		0.0125	0.04880327283849919
NAV3	0.8456870980811502		0.0125	0.04880327283849919
DAP	0.8455860469875411		0.0125	0.04880327283849919
ELTD1	0.8453767769375315		0.0125	0.04880327283849919
ARC	0.8452263862232791		0.0125	0.04880327283849919
MME-AS1	0.8450841046424423		0.0125	0.04880327283849919
EEF1A1P5	0.8449724711752793		0.0125	0.04880327283849919
JAK3	0.8448683368837301		0.0125	0.04880327283849919
RP11-169D4.1	0.8447122223456407		0.0125	0.04880327283849919
PFAS	0.844631928495767		0.0125	0.04880327283849919
TMEM158	0.8444785354525804		0.0125	0.04880327283849919
INSC	0.8444778343670581		0.0125	0.04880327283849919
ARSJ	0.8444618791762267		0.0125	0.04880327283849919
GNL3	0.8444263341629128		0.0125	0.04880327283849919
GLUD1	0.844323552081664		0.0125	0.04880327283849919
C11orf68	0.8441931611388548		0.0125	0.04880327283849919
GPR4	0.8437222848095637		0.0125	0.04880327283849919
DUSP22	0.8436765506709654		0.0125	0.04880327283849919
RP11-153M7.3	0.843508206898432		0.0125	0.04880327283849919
PITX3	0.8431966818914004		0.0125	0.04880327283849919
KRAS	0.8431812998004452		0.0125	0.04880327283849919
NPR2	0.8428696448910169		0.0125	0.04880327283849919
PREX1	0.8421509140475585		0.0125	0.04880327283849919
ABCC4	0.8421382515707516		0.0125	0.04880327283849919
SPRED3	0.8421176174786446		0.0125	0.04880327283849919
ANTXR2	0.8419447596908909		0.0125	0.04880327283849919
CDH5	0.8419328657417784		0.0125	0.04880327283849919
SSBP3	0.8419123303208824		0.0125	0.04880327283849919
CDCP1	0.8414425883492721		0.0125	0.04880327283849919
GLRX	0.8412704351073138		0.0125	0.04880327283849919
EFHD2	0.8412295533899184		0.0125	0.04880327283849919
CHGB	0.8398969081960754		0.0125	0.04880327283849919
UNC13A	0.8395360255821464		0.0125	0.04880327283849919
PLAT	0.8393969632129594		0.0125	0.04880327283849919
ANXA2R	0.8393195021398975		0.0125	0.04880327283849919
AC112721.1	0.8392865473825525		0.0125	0.04880327283849919
FLT1	0.8391373265917029		0.0125	0.04880327283849919
AC016683.6	0.8391353836027059		0.0125	0.04880327283849919
ELK3	0.8390573267337039		0.0125	0.04880327283849919
HGF	0.8390122858848164		0.0125	0.04880327283849919
SPTLC1P3	0.8387815940652844		0.0125	0.04880327283849919
PYGB	0.8387754240832779		0.0125	0.04880327283849919
NELF	0.8387505976030789		0.0125	0.04880327283849919
RAB13	0.8385030691542311		0.0125	0.04880327283849919
SATB2	0.8381957930648575		0.0125	0.04880327283849919
RHOH	0.837952633418722		0.0125	0.04880327283849919
C6orf1	0.8379166690090005		0.0125	0.04880327283849919
FAM92A1	0.8375082718168947		0.0125	0.04880327283849919
TRBC2	0.8372307076982323		0.0125	0.04880327283849919
MPG	0.8371364150261158		0.0125	0.04880327283849919
SRD5A1	0.8366568262700498		0.0125	0.04880327283849919
IL27RA	0.8363557236502599		0.0125	0.04880327283849919
B3GALT1	0.8363534837543811		0.0125	0.04880327283849919
SLC6A15	0.8360730204667812		0.0125	0.04880327283849919
CALCRL	0.8356377606117967		0.0125	0.04880327283849919
PLEKHO2	0.8355384878820764		0.0125	0.04880327283849919
RP11-549B18.1	0.8355161201428939		0.0125	0.04880327283849919
GEMIN5	0.8354955023942533		0.0125	0.04880327283849919
YBX1P1	0.8354313891366045		0.0125	0.04880327283849919
SYP	0.8351824447288512		0.0125	0.04880327283849919
IL21R	0.8347884530534986		0.0125	0.04880327283849919
ITGA5	0.8343278221775949		0.0125	0.04880327283849919
CHST2	0.8343102529731593		0.0125	0.04880327283849919
CTHRC1	0.8342728537021996		0.0125	0.04880327283849919
EEF1A1P19	0.8342499666105825		0.0125	0.04880327283849919
RP11-567J20.2	0.8340484156614749		0.0125	0.04880327283849919
CNIH3	0.833927364071141		0.0125	0.04880327283849919
COPS8	0.8337933323218004		0.0125	0.04880327283849919
RPL4	0.8337603241832103		0.0125	0.04880327283849919
EIF3E	0.8337437968402625		0.0125	0.04880327283849919
FRMD4A	0.8336820282211514		0.0125	0.04880327283849919
TEX10	0.8336063358273463		0.0125	0.04880327283849919
LINC00460	0.8335992767109663		0.0125	0.04880327283849919
FAM43A	0.8334656840026552		0.0125	0.04880327283849919
CTA-221G9.10	0.8334554041442758		0.0125	0.04880327283849919
AC002303.5	0.8332351338350803		0.0125	0.04880327283849919
LRWD1	0.8331755676234145		0.0125	0.04880327283849919
TMEM231	0.8331081601757501		0.0125	0.04880327283849919
CENPV	0.8325996087929551		0.0125	0.04880327283849919
SPRY4	0.8323075373639344		0.0125	0.04880327283849919
CLDN14	0.8322842096901364		0.0125	0.04880327283849919
SHANK1	0.8318116786131501		0.0125	0.04880327283849919
EEF1A1P6	0.831763649027108		0.0125	0.04880327283849919
CACNG8	0.8313539409598694		0.0125	0.04880327283849919
SLC9A3R2	0.8312500779296302		0.0125	0.04880327283849919
TMTC4	0.8311973238032182		0.0125	0.04880327283849919
ZNF883	0.8310630100945898		0.0125	0.04880327283849919
RP5-1120P11.1	0.8309823781514807		0.0125	0.04880327283849919
LRRC73	0.8308402028558014		0.0125	0.04880327283849919
RFX8	0.8307990494272341		0.0125	0.04880327283849919
GOLIM4	0.8305258696145178		0.0125	0.04880327283849919
CDH13	0.8304954509560704		0.0125	0.04880327283849919
RP11-318K12.1	0.829648737275063		0.0125	0.04880327283849919
TGFB1	0.8294994522326986		0.0125	0.04880327283849919
SPRED1	0.8291615480482604		0.0125	0.04880327283849919
ARHGAP31	0.828997528639939		0.0125	0.04880327283849919
RP11-17M16.1	0.828973796718899		0.0125	0.04880327283849919
TNFAIP6	0.8281155528094669		0.0125	0.04880327283849919
FZD8	0.8270253213719558		0.0125	0.04880327283849919
GLUD2	0.8267825196714507		0.0125	0.04880327283849919
GFPT2	0.8265541181756387		0.0125	0.04880327283849919
ZADH2	0.8264520616673618		0.0125	0.04880327283849919
SNAI1	0.826209082205851		0.0125	0.04880327283849919
MAN1A1	0.8258922159981145		0.0125	0.04880327283849919
RP1-101K10.6	0.8257315707850925		0.0125	0.04880327283849919
KHDRBS3	0.8257216045064062		0.0125	0.04880327283849919
RP3-497J21.1	0.8256859469416633		0.0125	0.04880327283849919
ALAS1	0.82564671797607		0.0125	0.04880327283849919
PPM1F	0.8254913514464299		0.0125	0.04880327283849919
TRPA1	0.8254651904927678		0.0125	0.04880327283849919
CCDC28B	0.8250422442751362		0.0125	0.04880327283849919
HHIP	0.8247209895915251		0.0125	0.04880327283849919
SLC4A8	0.8246937613346353		0.0125	0.04880327283849919
C20orf197	0.8241870176679675		0.0125	0.04880327283849919
DVL1	0.8240778769193774		0.0125	0.04880327283849919
KCTD17	0.8240434711057122		0.0125	0.04880327283849919
PDLIM4	0.8239785228149514		0.0125	0.04880327283849919
SPRY2	0.8236365016874667		0.0125	0.04880327283849919
STEAP1	0.8234574201438871		0.0125	0.04880327283849919
LINC00094	0.8232696856755812		0.0125	0.04880327283849919
EEF1A1	0.823127947991545		0.0125	0.04880327283849919
FERMT3	0.8228761126376891		0.0125	0.04880327283849919
LIPT2	0.8228760219574549		0.0125	0.04880327283849919
GLT8D1	0.8228185702131919		0.0125	0.04880327283849919
VGF	0.8227428047963524		0.0125	0.04880327283849919
GALNT1	0.8227192720621487		0.0125	0.04880327283849919
CCDC74A	0.822301691833228		0.0125	0.04880327283849919
RP4-765A10.1	0.8220318828371812		0.0125	0.04880327283849919
PPAT	0.8218749078889255		0.0125	0.04880327283849919
HAS2	0.8215206194914366		0.0125	0.04880327283849919
AC112721.2	0.821263723021206		0.0125	0.04880327283849919
MAP4K4	0.8209308767599396		0.0125	0.04880327283849919
AGPAT9	0.8207114541458589		0.0125	0.04880327283849919
TSPYL2	0.8205541324942331		0.0125	0.04880327283849919
NRP1	0.8204760531860144		0.0125	0.04880327283849919
ACN9	0.8203706303340735		0.0125	0.04880327283849919
DNAJB5	0.8202004914318799		0.0125	0.04880327283849919
ACSS3	0.8201297717253012		0.0125	0.04880327283849919
CTD-3199J23.2	0.8199902144277663		0.0125	0.04880327283849919
FXC1	0.8197429567792904		0.0125	0.04880327283849919
IRF4	0.819437003664569		0.0125	0.04880327283849919
RP11-40H20.2	0.8188007675002752		0.0125	0.04880327283849919
CPSF3L	0.8184720951685746		0.0125	0.04880327283849919
RP11-210M15.1	0.8184666739843147		0.0125	0.04880327283849919
CAPRIN2	0.8180599237498891		0.0125	0.04880327283849919
PDE2A	0.8176135098585545		0.0125	0.04880327283849919
E2F4	0.8175544511512268		0.0125	0.04880327283849919
CDH11	0.8174932116821275		0.0125	0.04880327283849919
RP11-291L15.2	0.817367263050795		0.0125	0.04880327283849919
RP11-77K12.4	0.8167108863797713		0.0125	0.04880327283849919
ITGAX	0.8164532111691197		0.0125	0.04880327283849919
CCDC147	0.8164479109942386		0.0125	0.04880327283849919
STK10	0.8160936577326546		0.0125	0.04880327283849919
C17orf79	0.8159539239963968		0.0125	0.04880327283849919
CDCA5	0.8157830571413685		0.0125	0.04880327283849919
RARA	0.8146570797521517		0.0125	0.04880327283849919
HAS2-AS1	0.8145222585321735		0.0125	0.04880327283849919
TLE3	0.8143071674414291		0.0125	0.04880327283849919
FKBP7	0.8142421306267936		0.0125	0.04880327283849919
PDLIM3	0.8141016113188582		0.0125	0.04880327283849919
PAX8	0.8140263413058295		0.0125	0.04880327283849919
GTF2H2C	0.813788070996163		0.0125	0.04880327283849919
NLK	0.8132967048218358		0.0125	0.04880327283849919
RP11-122A3.2	0.8131361744766573		0.0125	0.04880327283849919
FMNL1	0.8128502723626954		0.0125	0.04880327283849919
TTL	0.8123356762865976		0.0125	0.04880327283849919
ZNF736P9Y	0.8122578588864227		0.0125	0.04880327283849919
MMP1	0.8122518535992631		0.0125	0.04880327283849919
EIF3H	0.8118541279527204		0.0125	0.04880327283849919
RP1-224A6.3	0.8118381882972131		0.0125	0.04880327283849919
RP11-1136L8.1	0.8112967723058591		0.0125	0.04880327283849919
CCDC74B	0.8111776130874729		0.0125	0.04880327283849919
SLC25A6	0.8111123860906015		0.0125	0.04880327283849919
SNHG10	0.810273044162528		0.0125	0.04880327283849919
METTL9	0.8098368761386873		0.0125	0.04880327283849919
TIMP1	0.8097638504671552		0.0125	0.04880327283849919
SYT1	0.809688545452391		0.0125	0.04880327283849919
CYP2C9	0.8089103161028425		0.0125	0.04880327283849919
STAMBPL1	0.8087430035073176		0.0125	0.04880327283849919
RTN2	0.80870161272041		0.0125	0.04880327283849919
RPL6	0.8086511672992196		0.0125	0.04880327283849919
PNPLA3	0.8081575009707225		0.0125	0.04880327283849919
STMN3	0.8078412869914002		0.0125	0.04880327283849919
SFR1	0.8078362151909144		0.0125	0.04880327283849919
CBLN1	0.8076585077429373		0.0125	0.04880327283849919
NT5E	0.8076369981882148		0.0125	0.04880327283849919
CALB2	0.8071412462272142		0.0125	0.04880327283849919
CDYL2	0.8071143960226055		0.0125	0.04880327283849919
PITPNC1	0.8068183141977293		0.0125	0.04880327283849919
CTD-2165H16.1	0.8062534912124198		0.0125	0.04880327283849919
NUDT6	0.8060162564848891		0.0125	0.04880327283849919
TRAC	0.805571723145817		0.0125	0.04880327283849919
HS3ST3B1	0.8049219032624642		0.0125	0.04880327283849919
ZG16B	0.8048290387786303		0.0125	0.04880327283849919
RP11-394J1.2	0.8047483927011139		0.0125	0.04880327283849919
RP11-124N14.4	0.8045301354295229		0.0125	0.04880327283849919
STXBP1	0.8031066761022314		0.0125	0.04880327283849919
STRADB	0.8030157890915486		0.0125	0.04880327283849919
MCL1	0.8030062593906953		0.0125	0.04880327283849919
RENBP	0.8028036465610472		0.0125	0.04880327283849919
ACO1	0.8025512007486645		0.0125	0.04880327283849919
IFNGR2	0.802177632638566		0.0125	0.04880327283849919
CHRNA9	0.8021758130442362		0.0125	0.04880327283849919
ITPRIP	0.8016156621451782		0.0125	0.04880327283849919
NOVA2	0.801564039773443		0.0125	0.04880327283849919
MTHFD2L	0.8012029765666291		0.0125	0.04880327283849919
CHPT1	0.8011750221719087		0.0125	0.04880327283849919
SH2D2A	0.8009378829617084		0.0125	0.04880327283849919
FAR2	0.8009193052342398		0.0125	0.04880327283849919
SHC3	0.8004857025368636		0.0125	0.04880327283849919
HMGA2	0.8000062426240128		0.0125	0.04880327283849919
TEAD2	0.7997396234137397		0.0125	0.04880327283849919
PPP1R14A	0.7990459128263551		0.0125	0.04880327283849919
CD99	0.7987965191273324		0.0125	0.04880327283849919
RGL2	0.7985353874915203		0.0125	0.04880327283849919
RNF175	0.7979284567357116		0.0125	0.04880327283849919
RP11-629O1.2	0.79762180863044		0.0125	0.04880327283849919
KCTD14	0.797542678810782		0.0125	0.04880327283849919
TRMT5	0.7969752434770789		0.0125	0.04880327283849919
AC010091.1	0.796643780467107		0.0125	0.04880327283849919
RP11-46H11.12	0.7966081252280737		0.0125	0.04880327283849919
RP11-18F14.2	0.7965550397674414		0.0125	0.04880327283849919
AP000783.1	0.7965468592377557		0.0125	0.04880327283849919
FOXL1	0.7963740677180289		0.0125	0.04880327283849919
FAM131C	0.7959912051389132		0.0125	0.04880327283849919
TBX3	0.7951056829981741		0.0125	0.04880327283849919
VIM	0.7948356070400788		0.0125	0.04880327283849919
SKA3	0.7948112877951753		0.0125	0.04880327283849919
AC012379.1	0.794584494789847		0.0125	0.04880327283849919
FLI1	0.7944463884703972		0.0125	0.04880327283849919
CXXC1	0.7942899514419669		0.0125	0.04880327283849919
RP11-169D4.2	0.7939746430587048		0.0125	0.04880327283849919
BCL6B	0.7939068989285093		0.0125	0.04880327283849919
VAT1	0.7938900436755661		0.0125	0.04880327283849919
CUBN	0.7934947062542139		0.0125	0.04880327283849919
GLT25D1	0.7929287585283202		0.0125	0.04880327283849919
CTD-2323K18.1	0.7929058804115581		0.0125	0.04880327283849919
IRAK2	0.792759301014353		0.0125	0.04880327283849919
GDF11	0.7926916982028104		0.0125	0.04880327283849919
IPO5	0.792559541230988		0.0125	0.04880327283849919
AC003092.1	0.7924570628744193		0.0125	0.04880327283849919
ARL2	0.7924480247655388		0.0125	0.04880327283849919
PSD	0.7922439437737242		0.0125	0.04880327283849919
TSPAN18	0.7919664138721377		0.0125	0.04880327283849919
FMNL3	0.7918659465232589		0.0125	0.04880327283849919
GLCE	0.7916409452150307		0.0125	0.04880327283849919
FXYD2	0.7916380125013543		0.0125	0.04880327283849919
LTBP1	0.7912893266264064		0.0125	0.04880327283849919
HJURP	0.7912342078036018		0.0125	0.04880327283849919
PCDH12	0.7899124609966381		0.0125	0.04880327283849919
ARMC9	0.7897597754975352		0.0125	0.04880327283849919
DLX1	0.7889909077157189		0.0125	0.04880327283849919
RP11-158I13.2	0.7887440310229163		0.0125	0.04880327283849919
IGFBP4	0.7886078343987701		0.0125	0.04880327283849919
RP11-124N14.3	0.7882238213993356		0.0125	0.04880327283849919
PHLDA1	0.7876845031172508		0.0125	0.04880327283849919
RP11-101E7.2	0.7875493236394812		0.0125	0.04880327283849919
AFAP1L1	0.7866369920898547		0.0125	0.04880327283849919
RPSAP52	0.7866029160225423		0.0125	0.04880327283849919
U2AF2	0.7863884551757259		0.0125	0.04880327283849919
ARAP3	0.7863416920478289		0.0125	0.04880327283849919
AMPD2	0.7862325245266154		0.0125	0.04880327283849919
RBM19	0.7859433995764483		0.0125	0.04880327283849919
ANO7	0.7857348038981598		0.0125	0.04880327283849919
TRPV3	0.7857064481453829		0.0125	0.04880327283849919
CAPN5	0.7853519797167501		0.0125	0.04880327283849919
CCDC110	0.7851931008857832		0.0125	0.04880327283849919
PRSS3	0.7850644896631143		0.0125	0.04880327283849919
RP11-87M1.1	0.7845937286063003		0.0125	0.04880327283849919
PAQR3	0.7838946415589453		0.0125	0.04880327283849919
CDKN2AIPNL	0.7838644705654909		0.0125	0.04880327283849919
RP5-1142A6.3	0.7835331483737582		0.0125	0.04880327283849919
CCDC85B	0.7834073305525082		0.0125	0.04880327283849919
MT1E	0.7828852254123628		0.0125	0.04880327283849919
KCNIP4	0.7819102891562053		0.0125	0.04880327283849919
NTRK1	0.7819000365550672		0.0125	0.04880327283849919
PRMT3	0.7818897792890063		0.0125	0.04880327283849919
PTPN22	0.7818194883634101		0.0125	0.04880327283849919
RP11-72M17.1	0.7813847774877798		0.0125	0.04880327283849919
RP11-544I20.2	0.7813843037518218		0.0125	0.04880327283849919
RNMTL1	0.7812608832387146		0.0125	0.04880327283849919
RP11-867G2.8	0.7808589376324783		0.0125	0.04880327283849919
STK16	0.7805089073180589		0.0125	0.04880327283849919
PIH1D1	0.7803370947728289		0.0125	0.04880327283849919
IL31RA	0.780279965798901		0.0125	0.04880327283849919
EFCAB4B	0.7800748020360698		0.0125	0.04880327283849919
JARID2	0.7799094730934386		0.0125	0.04880327283849919
SULT1B1	0.779681455469021		0.0125	0.04880327283849919
GCK	0.7796786371047165		0.0125	0.04880327283849919
TSHZ1	0.779259981054858		0.0125	0.04880327283849919
FAM65A	0.7785306386107689		0.0125	0.04880327283849919
TFB1M	0.778426504471863		0.0125	0.04880327283849919
KRT79	0.7781571281401061		0.0125	0.04880327283849919
ANKRD20A1	0.7781403538851712		0.0125	0.04880327283849919
RCOR2	0.7778202276856583		0.0125	0.04880327283849919
AIG1	0.7776462034925963		0.0125	0.04880327283849919
LYAR	0.7775671997500871		0.0125	0.04880327283849919
CCDC78	0.7773409511695409		0.0125	0.04880327283849919
MTRF1L	0.7770384370238715		0.0125	0.04880327283849919
POLR3GL	0.7767225579814544		0.0125	0.04880327283849919
ACOX2	0.7766139909678942		0.0125	0.04880327283849919
ARHGEF1	0.7766058907012666		0.0125	0.04880327283849919
FOXP1	0.7765516385316625		0.0125	0.04880327283849919
C21orf119	0.7762707981301695		0.0125	0.04880327283849919
LRRC33	0.7761079517371815		0.0125	0.04880327283849919
DNER	0.7757645588675058		0.0125	0.04880327283849919
ARPC3P5	0.7751129260735247		0.0125	0.04880327283849919
HMGB1	0.7745821270590277		0.0125	0.04880327283849919
RP11-352D13.6	0.7741978041331675		0.0125	0.04880327283849919
SMAGP	0.7737478564570255		0.0125	0.04880327283849919
SLC39A10	0.7734128498096641		0.0125	0.04880327283849919
MAML3	0.7730906954541011		0.0125	0.04880327283849919
GLYCTK	0.7730741164655807		0.0125	0.04880327283849919
HPCAL1	0.7729516906354733		0.0125	0.04880327283849919
PCDH10	0.7726912837116371		0.0125	0.04880327283849919
RPGRIP1L	0.7725065882606504		0.0125	0.04880327283849919
ITPKA	0.7724886985331907		0.0125	0.04880327283849919
DGAT2	0.7718694851182513		0.0125	0.04880327283849919
RP13-530H6.2	0.7717195859344484		0.0125	0.04880327283849919
RP11-94I2.1	0.771261503874777		0.0125	0.04880327283849919
ID1	0.7708048175318086		0.0125	0.04880327283849919
AGPAT6	0.7704562418815415		0.0125	0.04880327283849919
ANGEL1	0.7703350425205794		0.0125	0.04880327283849919
RP11-342D11.2	0.770186591543377		0.0125	0.04880327283849919
RP11-689N19.3	0.7701319139787584		0.0125	0.04880327283849919
HMGA1P2	0.7700839593692975		0.0125	0.04880327283849919
RP11-603J24.7	0.7699870129364599		0.0125	0.04880327283849919
BEGAIN	0.769651702075148		0.0125	0.04880327283849919
GLYCTK-AS1	0.7695872771628107		0.0125	0.04880327283849919
BATF	0.7690926180986489		0.0125	0.04880327283849919
DBF4	0.7690830870564587		0.0125	0.04880327283849919
C11orf41	0.7689580155017282		0.0125	0.04880327283849919
ANKRD26P1	0.7679044725753623		0.0125	0.04880327283849919
SLC17A9	0.7678737181278122		0.0125	0.04880327283849919
NPM1P6	0.7676737985197951		0.0125	0.04880327283849919
AJ239321.3	0.7672013129383155		0.0125	0.04880327283849919
PRPF19	0.7669319184237267		0.0125	0.04880327283849919
HABP4	0.7669175178869383		0.0125	0.04880327283849919
CPNE7	0.7668309714655347		0.0125	0.04880327283849919
CAMKMT	0.7667411221386746		0.0125	0.04880327283849919
IVNS1ABP	0.7660517007066561		0.0125	0.04880327283849919
AC021218.2	0.7658663179751763		0.0125	0.04880327283849919
CTD-2012K14.2	0.7657654966203771		0.0125	0.04880327283849919
ZNF385D	0.7656994810563644		0.0125	0.04880327283849919
HIST1H4H	0.7655569882309905		0.0125	0.04880327283849919
ENTPD6	0.7655057397806261		0.0125	0.04880327283849919
MPP6	0.7645498648946469		0.0125	0.04880327283849919
AC138150.4	0.7645065481835986		0.0125	0.04880327283849919
RPS24	0.7644871058036209		0.0125	0.04880327283849919
RP5-885L7.10	0.7640985093811048		0.0125	0.04880327283849919
RP11-114H23.1	0.7639914582689388		0.0125	0.04880327283849919
DNMBP-AS1	0.7638708424518551		0.0125	0.04880327283849919
TRIM65	0.7637231237431998		0.0125	0.04880327283849919
CHST11	0.7634062660022194		0.0125	0.04880327283849919
RP11-3L21.2	0.763384498423261		0.0125	0.04880327283849919
RP11-133O22.6	0.7632764466427914		0.0125	0.04880327283849919
RP11-396F22.1	0.7630277578401377		0.0125	0.04880327283849919
GART	0.7629483378210152		0.0125	0.04880327283849919
AC114788.2	0.7626978578878665		0.0125	0.04880327283849919
GPX8	0.7626432520303854		0.0125	0.04880327283849919
