Name	C0	C1	C2	C3	C4	C5
HMGA1	0.9152623062555176	0.8741191526285033	1.1093007856437163	0.9161657179549767	1.04268982366216	0.979210654996454
KDSR	0.7145535629079346	0.6845318532845658	0.7293018830235382	0.6324346374981038	0.8999310022187029	0.7139997557949468
BMP6	0.3085233643259383	0.41409305840560673	0.11132934063027103	0.30426718986890466	0.3815646007903674	0.37851410050874695
ETV4	1.1863844722045749	0.3032528776877684	1.0020024288748846	0.4826117226003327	0.599362981051242	0.8238216559177647
PRDM8	8.925185387439121e-15	0.4203788470780139	0.32835327539638565	0.12316120345306317	0.8850254963407196	0.3720319727748043
TMEM55A	0.7499745241418707	0.5470292597332047	0.37239644371710473	0.4045629333778393	0.8768310860090471	0.5485343058483638
TM4SF19-AS1	0.45237427560941373	0.2669034216675128	0.2122164652353083	0.45752372985229717	0.3116291039910856	0.6015560152183896
CACYBP	0.905435414018641	0.908031873791425	1.0110598380429194	0.863295926001216	0.9850488876340613	0.9613747476690746
B4GALT6	0.8535276174678684	0.5704514274032698	0.3725259012543117	0.27944277552371083	0.5153888755118876	0.5841920374412927
RP5-1160K1.6	0.7618873335632298	0.7079598841896046	0.5693126508929953	0.5333199486560076	0.8767544388169961	0.7502503245090592
TPBG	0.24690969741069024	0.40318968084909007	0.5761126783779547	0.9684509656577984	0.8946745973510635	0.6733437110314154
LIX1L	0.843779514413989	0.7476137387177312	7.264680339076027e-21	0.4293661350408967	1.0125016282191253	0.8371660268617068
DOCK10	0.40991842324928573	0.41910136624527744	0.030808771086385092	0.1920624448888176	1.0509190920105924	0.24515521851752767
FKBP10	0.9886968078985959	0.6675426169580828	0.6364883048324796	0.6906140709371088	1.1585506699384065	0.8654360653315869
NCBP2-AS1	0.8654374208038114	0.7831593551198733	0.8074393053754731	0.7434140069183216	0.8216751380317755	0.7627398550689939
STC1	0.34807991702374147	0.6078031411191374	0.07943748414071135	0.5330384546552478	0.9388138424828514	0.5455407299728011
ANPEP	0.16387719080116295	0.08103788553074681	0.38316287847856195	0.17576353460539085	1.1678923148177915	0.48901383881797095
ARHGAP4	0.5979439640788813	0.798141708058339	0.6134678041192619	0.07982418428668435	0.27492694441178794	0.49598386408692063
RP11-82L18.2	0.276442122734037	0.2792336578425726	0.4350366092651921	0.17542653576487352	0.5602374931414906	0.3447466383309871
PLOD1	0.9539389737299052	0.6435828733349676	0.8199238956954449	0.9368674669978037	1.0514327103794536	0.9419532502475649
MMP16	0.5227545698166968	0.5685389176715151	9.965645174297053e-21	0.14477665910996537	0.7614004473193242	7.524457502126521e-12
NES	0.9713278320540571	0.5246923328139194	0.5685217750414869	0.07911729479487585	0.8877203270398609	0.3322591182425137
RASA3	0.7941169904176532	0.4074987657106553	0.5442930072662253	0.37922188017791064	1.1527347203123377	0.6335803647221299
DYRK2	0.6524401674918653	0.7650552653094358	0.7905193625837018	0.5160609057187902	0.6990714993340246	0.6151569798017148
U47924.11	0.5893194473991868	0.8719937037357257	1.90110881956384e-11	0.20699773002320943	0.7477199358181205	0.18184641978867544
CMTM3	0.7980286620228447	0.5782397832479657	3.7750476644286807e-11	0.8331428764641442	0.8962308130331601	0.9058980027471192
IFT57	0.630912143965348	0.7092624085514394	0.6931588138996732	0.7572155076781362	0.8669248171841213	0.7889279050242668
GNG11	0.8361727524142002	0.21432112646747048	4.953974725910674e-20	0.6733689026622133	1.1661662540047184	0.9786606644981973
DOCK4	0.5822181323271222	0.5733740558623104	0.26490436676056844	0.09817752584157843	0.6280087121341953	0.5397007777766852
RPIA	0.8815107150639095	0.8247917459795296	0.9574743112197821	0.6879534478245773	0.8058826316698079	0.9027745108068447
SRPX	0.7766789536338938	0.19719058555364863	0.1737831367045872	0.4350941267324245	1.2734170575416748	0.3573336180847309
PODXL	0.4363765444114847	0.6412289039567621	0.8546034517225183	0.5998817751739228	0.8954156044153508	0.8250459475017509
MME	0.4349100357713288	0.16600215286034967	0.27128840789140296	0.4301987838879228	1.0176909524022972	0.17202097756928286
RP11-443A13.3	3.286760209236797e-21	0.5809500213836251	4.001967385282584e-07	0.14120158009846875	1.0249151094816435	0.213819684705564
KCNMA1	2.3035534161612296e-15	0.6459726560292207	0.07031442967902583	0.18469109417644933	1.1537931208445606	0.30840900109490615
PKIA	6.708545778823263e-20	0.8857612603474675	0.16369650598441213	0.2555211599393454	0.8246643612970567	0.24866329284556069
SYT7	0.11348004007205303	0.9225511446115504	1.0687407278600691	0.3587849530049727	0.3886084950052543	0.02173094817375663
KATNB1	0.790273630489447	0.8375580298617361	0.7511010658302464	0.6650260481721137	0.8144746759073627	0.7730081526809817
SLC9A5	0.5267852477170575	0.45809516541539236	0.3669161721580194	0.24178249441464303	0.6157060924807709	0.28075325431801473
CCDC69	0.46422677252615885	0.14987183175211008	0.5367613576878593	0.46552841629727365	0.4567560627655475	0.3799502858020411
RPL5	0.9147959827187568	0.9098444580947902	1.0913439965122285	0.9446317062574365	1.0753520200173203	0.9959326823933117
RP13-516M14.1	0.5746373875056101	0.6155041970078078	0.498474124585318	0.5264034947309271	0.5197228445652701	0.49686404657550437
ARHGAP22	0.22042162030431706	0.3061352963163636	0.11122672652751942	0.2829853041309185	0.872504171455467	0.3528912631993725
ADAM19	0.41862996285820786	0.34502125464772426	0.33804868073179095	0.5228342853403566	1.150204049422479	0.41661828017660335
GPR162	0.4515975883269434	0.8879304530238029	2.2991806818572702e-20	0.0839058608070856	0.4846552854003986	0.1307305283667776
RP11-736K20.5	0.32301437050507514	0.18179261040112854	0.24238690514067604	0.12316153553740379	0.3998195425654215	0.1542432441488495
SERPINA1	0.2350365531874878	0.0975610474083756	0.61693920557379	0.27913554836664656	0.3767024886772132	0.8802843046133274
RP11-1299A16.3	2.691539973488361e-10	0.2222420515729767	0.32546018950820926	1.4211680043598874e-12	0.46333325274990345	0.07334180090950046
PTGER1	0.17592971319567016	0.25703935722451676	0.20972036555254067	0.02991363756162128	0.35901105227297264	0.11348727501452348
RP11-221N13.3	0.3932331435184378	1.3779934248306308e-21	0.045965834938539986	0.2715428053691274	0.6878986331874123	0.38441697493129967
NAV3	0.35583539628294714	0.1442559627825204	0.13350668325173193	0.18686280841333733	0.9307274305029206	0.49436396362852675
DAP	0.8289488544999639	0.8479142644108296	1.0620102331492935	0.8804228747475331	1.080584763900177	0.9656491262388597
ELTD1	0.025611664826939187	0.019117269932341197	0.09952954051048092	1.365278200524445e-21	0.5232931148655963	0.03345984780758316
ARC	0.38216677769340013	0.5931751157927639	0.32357314586041047	0.10414168236220098	0.42183019706485175	0.0028189938582153093
MME-AS1	0.3909758289915615	0.09451660468854116	0.18800234785322237	0.33720060613388997	0.8764981388413665	0.09441223202422612
EEF1A1P5	0.9250827470243224	0.9156488783984361	1.1021227228447366	0.953818392586635	1.0946090090220701	1.0004053613877375
JAK3	0.4166890849638655	0.20806550152043657	0.23812370689415777	0.24009058183537896	0.2593696450757897	0.3527798277667814
RP11-169D4.1	0.25711167131730167	0.1025661300655407	0.02925413434028532	0.12060854610456632	0.14480409654838775	0.14308798904979633
PFAS	0.9302668145881757	0.8197285423199482	0.6535507738712525	0.6710773863238295	0.7679297591749181	0.8695752034396196
TMEM158	0.6231394405673355	0.3381846818663827	0.2685392946134201	0.2898973288404771	1.1329297906124263	0.4568289483006353
INSC	0.10958445847629096	0.17560366320265353	0.19444245483119957	3.0738947441452817e-21	0.339819919896958	0.09319321817162823
ARSJ	0.230852677393339	0.2311771495034395	0.40295611421338534	0.5110750834575525	1.0919484669256125	0.7451295909629125
GNL3	0.9154254586672097	0.8819061897934216	1.0563509196491303	0.858389698855999	1.0172061809624637	0.9615331770657793
GLUD1	0.8688740660995364	0.8162339594971126	1.0409948272185647	0.8899068416952275	1.0085107014337111	0.9744630996817225
C11orf68	0.7734782950823688	0.6534529598611061	0.8285266935242649	0.850654812352672	1.0577812907241935	0.9416313635377312
GPR4	0.22989503087114707	0.22943532916918427	0.05145092383652898	0.03246586153992665	0.30166422800551146	0.023798561696224397
DUSP22	0.7367009498694602	0.7019964959197659	0.5848746220220763	0.5978782192464148	0.6568075032506377	0.6639050325109781
RP11-153M7.3	0.05422888951186118	0.0943099449610641	0.031611975083421624	0.06849588600119773	0.05575958646605556	0.05726256978534726
PITX3	0.14150938940412416	0.22979243305804734	2.5364765248616173e-18	0.11446364424970899	0.09437685502389011	0.26531158696682183
KRAS	0.6344444806457747	0.6692701797920602	0.7483863621384359	0.48178029202486455	0.6638835623671556	0.5984779993061811
NPR2	0.40575834601443717	0.4554617044975113	0.49760779026813295	0.12026158603078048	0.9326151007351007	0.312916888519912
PREX1	0.8984627603198367	0.5970330304765169	0.21405688580188154	0.43637503170361513	0.6720401430100595	0.1401468127685149
ABCC4	0.7147520019740077	0.5288846854119157	0.4022036961623818	0.4316051682554108	0.7241352445138223	0.9320519297885167
SPRED3	0.3775846442539738	0.34060992759312314	0.2524763305922331	0.11195909405295551	0.5471732196724939	0.26894890042458997
ANTXR2	0.24338055071441766	0.33938900290335716	0.6412530595586833	0.164251774565539	1.237622391495744	0.5019631034700835
CDH5	0.1746428883197412	0.11583337465344445	0.11029388899924687	0.4348173069773166	0.0930894707961431	0.09660966111521058
SSBP3	0.6762083541124932	0.9620326435064525	0.772426612761949	0.5323183744717962	0.8012316674876507	0.4599968518603116
CDCP1	0.07567373791849327	0.22465716245613507	1.1670100397710472	0.7454186264998055	0.6024676195582279	1.1429385957850677
GLRX	0.46892415391315134	0.3814962426261597	0.6199011519781509	0.39988067719080106	1.0305119833859002	0.8367218395967813
EFHD2	0.8487862798828777	0.668087112335502	1.0124809933523284	0.8800001583365492	1.000031484050353	0.988542787871985
CHGB	0.2714096037456732	1.1218951586848696	0.16552183260956227	0.07741939359423153	0.24015770071789336	0.13804030692702665
UNC13A	0.3034375848260346	1.0048419649986189	0.2181337903749356	1.9940724598632525e-05	0.3275049253137659	0.12682938688904122
PLAT	0.7223579659111712	0.12910405543975353	0.3754209358205998	0.8620759725097482	1.1556962637509265	0.4879790740201461
ANXA2R	0.39897617337406244	0.4626446949925302	0.32963551369074534	0.3032925676255197	0.40780880668156705	0.5071190888494924
AC112721.1	0.00033308733282349937	0.06817814859400309	0.06050137834431015	1.1553986332247454e-21	0.4911369287533319	0.0016447584737146787
FLT1	0.37377561929582337	0.11057992903779644	0.07449816013588474	0.06107169980306459	0.36607317617058466	1.1163069968733187e-21
AC016683.6	0.35372053548840865	0.2715559292566484	0.6056663742644367	0.36285101743076664	0.551219195885798	0.8171612602966586
ELK3	0.7841915721558884	0.32172005553288663	0.5248238923781586	0.8193250771631316	1.025767222479113	0.9708989691568877
HGF	0.19494094937256645	0.26750297320334	0.0819711751608398	5.409790912798185e-13	0.5200443390736323	0.0236183992951581
SPTLC1P3	0.034668157052540824	0.030051788805000836	0.0386012254725604	0.00992409837500135	0.03869717750935575	0.033963003075455904
PYGB	0.9098072280017498	0.8286756703693293	1.0260270300483012	0.844257143972162	1.049702054763527	0.9589268157987967
NELF	0.8170675645504846	0.8401203252009015	0.943298912437086	0.7071068096492905	0.8563304688708537	0.7514820504145326
RAB13	0.9106576903328926	0.7277522196290519	0.9526565842422662	0.8631763180451187	1.0526502572323313	0.9443875599768768
SATB2	0.5823403902825829	0.5411967463044555	0.5632697031856176	0.04766696802144226	0.764624723667958	0.38790935455512693
RHOH	0.17909998110136527	0.32069007820051465	0.20641630785466952	5.649180219070125e-12	0.1163062081732616	0.03795524240807636
C6orf1	0.8306532193218689	0.6044471012636452	0.7239632932697498	0.5743661010633088	0.9662499946042716	0.700451727122871
FAM92A1	0.6886847106355133	0.7084318879327329	0.21856339629319985	0.6115030266365917	0.7677693143846834	0.5507926155903914
TRBC2	0.14031712948918615	0.16312973904432207	0.43530913092022055	0.1965795510425839	0.5870791490764433	0.4338204961502975
MPG	0.9018749673912906	0.644778080515555	0.9082972617497698	0.7546030642146766	0.9777645313638307	0.843177641539929
SRD5A1	0.6217716255601202	0.7912651487637067	0.8392883457394309	0.7103886055769298	0.7997974632450564	0.7878714394919664
IL27RA	0.7657479287948942	0.4554459090908417	0.47317618496349084	0.6301593316761961	0.5130463892111808	0.7557917205251818
B3GALT1	0.48721870306590237	0.4178817765933173	3.263655501457465e-20	5.974354399831068e-21	0.2152129507781438	0.13417588856652277
SLC6A15	0.583361476806118	0.6449708102548187	1.299411273638681e-21	0.4000442033933947	0.3554517134410935	1.7710132603298438e-14
CALCRL	0.22068315114388157	0.3106167247830241	7.538810307595387e-21	0.22899624325218582	0.286652908035832	0.27093480817735216
PLEKHO2	0.8792787387301977	0.39854063514281535	0.3979766445618191	0.507672407656919	0.9262608426485147	0.43210686281960076
RP11-549B18.1	0.6843464989691012	0.458695281942488	0.33307647977110666	0.16313155272484225	0.2802670033258758	0.3708077210600734
GEMIN5	0.8605615073552016	0.7385070332586378	0.7093415587171301	0.6348113457069269	0.7484901660786746	0.8089745313190304
YBX1P1	0.9011777333045964	0.8919593233296719	1.007628288633064	0.9066949579524155	1.0324405858524643	0.9722286827467952
SYP	0.5140277425291504	1.072817089740284	0.3526808842661459	0.06573900427125054	0.30817870154472643	0.1562389193188236
IL21R	0.23210214456741982	0.24068219142949923	0.11692991933997053	0.05713906486369295	0.5051373777184212	0.06697210818705865
ITGA5	0.7179687256409307	0.16495158383825634	0.16957511014316654	1.0796029750829004	1.1714518181940219	0.9497344795315821
CHST2	0.5946186119769519	0.4712019018661299	2.1170491810415056e-21	0.39018815874988233	0.7305845800215098	0.197981941503673
CTHRC1	0.511394237890349	0.5318823522391707	0.31145913846054435	0.4943461490234144	1.0156664775287032	0.42144449347035884
EEF1A1P19	0.8337091184974371	0.7157716017245778	0.9264451234764591	0.7654690289495486	0.9347085623158077	0.8989751708485465
RP11-567J20.2	1.9047407697056546e-17	0.08288579039973308	0.01743290632887526	0.03803051001624187	0.2529593460677789	1.1455459387171983e-21
CNIH3	0.5864853871258555	0.29567579886934925	0.2441568188550984	0.09524697911334187	0.6758268039236768	0.22799831020485123
COPS8	0.8386950143282462	0.8391044004754944	0.8325293397833146	0.7542019050206125	1.006136644909888	0.86038335120567
RPL4	0.9222407177986808	0.9117128413723873	1.0979957902911952	0.9489482012634424	1.0849572162370595	0.9976207559184223
EIF3E	0.9053114561721185	0.8884804948199166	1.0693674145023462	0.9210616129744287	1.0242991109534065	0.9933179616706045
FRMD4A	0.6645955715434133	0.4142293435048751	0.3234126454085869	0.34370786909318063	0.8371393687767376	0.3627970632267546
TEX10	0.7804634176114461	0.6567315019270876	0.6487715377852589	0.5938360765877936	0.7213724649821708	0.6457294797861511
LINC00460	0.0018161204164933856	3.0743450882101033e-21	0.26293179644804965	0.14092776035505833	0.6363447805050553	0.5680403784743973
FAM43A	0.7228207524865694	0.45266977303511446	0.6814787321625435	0.3735709248443388	0.8622984021730975	0.043333093496423454
CTA-221G9.10	0.4980452566450981	0.9378861528129785	0.4054034158929676	0.2531103991890339	0.6282972722276232	0.447792962974097
AC002303.5	0.2196332984179568	0.3013552318506754	0.1021672776903066	0.06375402376857539	0.4409474386691743	0.06131732562963603
LRWD1	0.8871034323465459	0.8027828368758146	0.7820955461620667	0.6570853957674415	0.8604167694752154	0.7608810804287965
TMEM231	0.6368783570466723	0.6441404898258598	0.5095803959428893	0.4543485457114888	0.6976474633234674	0.5833684767204355
CENPV	0.44945182866734434	1.0446748219129978	0.8722350323714526	0.39848297523049264	0.7140314936086939	0.7847554069782942
SPRY4	1.1107521814654926	0.24501072662976148	0.8924533196863954	0.11491709300314648	0.8481982035056637	0.5476964934734756
CLDN14	0.2125349177446439	0.004207621395697119	0.07928265944715175	0.035671645278962355	0.29743303197463167	0.17416875912840424
SHANK1	0.43334444316710846	0.3471931073782546	2.2876397826340753e-10	0.0346050996909204	0.4312489828426234	0.06808546542533113
EEF1A1P6	0.9217390076727829	0.9133270004776822	1.0989077910258385	0.9506411147832095	1.0903398694306978	0.9993757233803066
CACNG8	0.40520354415616777	0.14383442122107637	0.10889905327407368	0.1578919536304494	0.36168366828535536	0.416658303137546
SLC9A3R2	0.5046328562641625	0.5881521620035084	0.9866901553532726	0.5321022474293557	0.9784931687922236	0.7369673768090618
TMTC4	0.6858749723865529	0.8778642063249926	0.694944786235377	0.4005553213803593	0.5595006777144194	0.6717215562375567
ZNF883	0.3559700964144353	0.5528142893240695	0.17875792518339648	0.23612471026469206	0.5885574096441724	0.19977586856321755
RP5-1120P11.1	0.23829457253023328	0.38718000973951233	0.3525740056325135	0.1967656831535892	0.3045743434754701	0.5104122918026266
LRRC73	0.4230681550883021	0.42223286104431795	0.40978227492164193	0.13081427699072465	0.37832312968795007	0.18224758108237407
RFX8	2.3682829894749607e-21	0.02291720956965949	0.239509425402602	0.0009069765051555256	0.7182485749710008	0.054322273908422675
GOLIM4	0.8371031626932417	0.8183081276144002	0.8682922166891678	0.7897457523761219	1.0443276045906003	0.8173755400161616
CDH13	5.486666591544753e-19	0.1609745875204206	0.17747942307611225	0.4195910234803111	1.1615639956329329	3.1762937372905708e-21
RP11-318K12.1	0.19759367549165588	1.0272965074447041e-21	0.3773689073430472	1.7519025028360853e-21	0.18342061016633826	0.5333047151107281
TGFB1	0.742325870877283	0.42776881652386073	0.48106594291178156	0.9865868464865913	1.1037498538228787	1.066538989356541
SPRED1	0.9047926413880083	0.3133397995927575	0.7109985487746476	0.353557938880799	0.8768363857393865	0.6436232117552615
ARHGAP31	0.6691380138969514	0.2096412011195836	0.14226804130571316	0.25446535295918965	0.8966219940033255	0.33244685517926803
RP11-17M16.1	0.3038733221271769	0.3444323288808384	0.27765740889952717	1.719671598750924e-05	0.28963676952759726	0.11419738285742274
TNFAIP6	0.33380311197081636	9.947126039175307e-21	1.5329293283969575e-21	0.09942311468565122	0.7348793816424856	0.24329297093290495
FZD8	0.5258970625600805	0.5672503009949709	0.30200331280569115	0.3333903915894916	0.7380699779123693	0.16931426505083177
GLUD2	0.7577887984031444	0.39449974151278994	0.5378378896990528	0.46155189149064113	0.5725417715400934	0.5558221042715868
GFPT2	0.4424666617368899	0.2420272237163248	0.03005396488261234	0.5986943244840891	1.040158327582929	0.41108188374475907
ZADH2	0.704329073394095	0.7120375246305812	0.7347389246760015	0.3080142447613423	0.6901495215527123	0.42958144778738033
SNAI1	0.6499031050310295	0.5390473604269366	0.40238611715604294	0.25880146447058816	0.7227876767988338	0.4771742833555017
MAN1A1	0.17944406393416082	0.5658030446010499	0.8707336901550414	0.07735258780028156	1.0509949249355535	0.33567151288624075
RP1-101K10.6	0.6612136540241303	0.6749630270336251	0.614247883333018	0.46241278095420674	0.7482749952580726	0.6415224182318546
KHDRBS3	0.6408425428103033	0.7523478551847631	0.39948054278871625	0.00014184234518382333	0.770998007987835	0.3247072372999733
RP3-497J21.1	0.30190008263652524	0.091585399677895	0.10453433767744157	0.07206302858810285	0.07607999823230843	0.16504481919686964
ALAS1	0.899779510841501	0.7846478708895746	0.9869744878961891	0.7698870925535132	0.9207744897282375	0.9370214313593823
PPM1F	0.8916192300764743	0.5768437126292236	0.5124516511859587	0.6869559296098238	0.8755161875483535	0.6824574584510129
TRPA1	0.00642643088982554	0.3928599909718188	0.09442467454697759	0.03792025901643771	0.5298663723286129	0.05407374629941355
CCDC28B	0.6046037747063207	0.7681294843191391	0.4236516202633619	0.29839696117414977	0.6650633186932567	0.3569591226733954
HHIP	0.1380249192696509	0.26237235515898205	0.0980289133662326	0.014935552833488457	0.5637509830012115	0.04427577176160138
SLC4A8	0.1780972040774872	0.7744014259775267	0.3079943797689333	4.478070036911472e-06	0.598291732133797	0.10595988622704983
C20orf197	3.0120003762923885e-19	0.24317628712342226	0.10161378088229972	0.14154462552616762	0.17250042279016942	0.09439403318750367
DVL1	0.8004860320810143	0.8105082100397175	1.015755420071047	0.8273441763076207	0.9705954822471723	0.9433542240819845
KCTD17	0.6697385758823183	0.7554288061818412	0.42393007378322534	0.48272120834269616	0.8600430334475324	0.5676663992517921
PDLIM4	0.4511888501756032	0.1902597285885824	0.14924892757470934	0.7905668226548743	1.0855480040676901	0.22910921935288525
SPRY2	0.9647818815728355	0.385029063091932	0.8248430394199909	0.30046120195572124	0.9408686498477354	0.7702966699870899
STEAP1	0.7000022962475148	0.08304417897193342	0.8979752441961084	0.47386591132834843	0.8990740197021776	0.8078329129829649
LINC00094	0.6314706890885468	0.8119111434016862	0.5359691056008581	0.6943299286929371	0.8420778648066422	0.6715281827146409
EEF1A1	0.9237273581456067	0.9147911771445729	1.1007612616260287	0.9523991182870503	1.092709921231606	0.9998697700867207
FERMT3	0.5509219548159019	0.2950914181664766	0.4691541913792278	0.1335867969360232	0.5707395485967871	0.18354627011006208
LIPT2	0.5817774961148275	0.4933414260880772	0.5261447554338421	0.35140787481830416	0.3948080099763762	0.39904079744618687
