Name	C0	C1	C2	C3	C4	C5	C6	C7	C8	C9
TM4SF19	0.4187280315542748	0.13195855042147428	0.25331864346114064	7.301342770471474e-21	0.45269801643895785	1.0372858812593444	4.311739179376014e-21	0.9480811800683688	0.403423736488807	0.24338788650844032
RP1-12G14.7	0.5012088392137936	0.3816200328171804	0.3926292464655663	0.3031088547121609	0.20499688145690323	0.42667424613126376	0.5833729526299987	0.3782619936399528	0.33728229889854766	0.23193835840972266
NOB1	0.8983531021649291	0.8950398450834147	0.805975571300871	0.8364083299519361	0.8828611463263419	1.1403005159710102	1.0050377885747896	1.125015820956286	0.7894390191566876	0.8112513132446542
ENG	1.4695005697545023	0.6050685668439197	0.13751066003197915	5.075964771393778e-09	0.4433880808466161	0.3752205055411738	0.7104239064706126	0.8358703620864101	0.8122547608393	0.14591198501319058
PCOLCE	0.9507055307665323	0.3974387123173809	0.4672665587940208	0.17949039553795754	0.2912315892222694	0.17075844095194448	1.4975405128745867	0.7616788546009879	0.5732487378523946	0.07943074984966113
AC005035.1	1.113698717774611	0.35261045789242884	1.0398728577667893	0.5000756263010647	0.658531556228285	0.8329819681431746	0.657587545947662	0.9200493631027663	0.6758209159070195	0.8078225503581123
STEAP2	0.568918145183579	0.17856786722366463	0.22147494550568977	0.508441668797712	0.34920331588623527	0.37962133631434053	0.2830238506447805	1.0182668962548782	0.14379223770604063	0.39760925073940584
DHH	0.020108968355261055	0.0350492720724088	0.2757683376700615	3.1888147977648655e-21	0.037939759433501856	0.04664934474422746	0.24938113632904305	0.30916013544020843	0.33059767445895305	1.0276481678563183e-12
MTAP	0.5242904933752671	0.4303061463546116	0.8333978373658392	0.775908633475641	0.6229647093541973	0.39847919825235306	0.7651336190795821	0.7596827159269751	0.521714277340512	0.710243821427056
TWIST2	0.9571389318077517	0.0676160334605154	1.9162557193463372e-10	0.03436249442781736	0.08288030488651549	0.8027782376966889	0.5174839159293216	6.11318372812942e-21	0.14625831528765368	3.0825397949901552e-21
TNFRSF19	0.880575305254359	0.20682823956941848	0.765266015041048	0.890217705864393	0.14981840650870107	2.8674899612748046e-06	0.4885976431573608	0.022435363159011186	0.996904478006912	0.5004428141750973
ZNF589	0.2420048607757164	0.5123739196907757	0.6569311380377554	0.4127959747411089	0.2867407778288185	0.540451860339614	0.8555744746413251	0.9355463758210474	0.5853609035704855	0.23851657622804112
RAB31	1.111874149768109	0.40810049307942653	0.29441551667785076	2.7557998908279485e-14	0.7424229886856465	1.5890801906370158	0.9065189160510191	0.5770156001569171	0.5574143218109742	0.38215560357332073
DUSP6	0.9026119193976179	0.5364940288404902	0.47796753989146123	0.6948960297224103	0.8760879843298314	0.3470245349472665	0.5916337538832688	1.6263061528258953	0.8847753845594636	0.6201272088335724
SLC2A3	0.8473790591377042	0.11406509401875425	0.3092427428934587	0.3550749254760665	0.2267502896193673	1.0827803491624497	0.9777680256998871	0.8674493406689917	0.7766661302433555	0.053498071587778945
TMEM145	0.09206366446777452	0.4173649160738957	1.1740965306631685	5.8434504041169815e-18	6.367792405449898e-13	0.37800729656589577	0.2939066836998601	0.7606184206054732	0.4167902146805226	6.151141540894773e-21
EML3	0.8214094618624813	0.86615801585041	0.6468531941804652	0.5071861107700265	0.7303953149563117	0.91504220397985	0.8970057292688377	1.0430155619079735	0.7118316804201662	0.5889648150202912
ADAMTSL1	1.2669226743016193	0.03682310705637912	0.42628491551780784	0.12248269792766035	6.0932095431262604e-21	6.973200458598843e-21	0.3759993118674763	0.00809950525437734	7.715177576084101e-20	5.635127790549686e-20
SLC20A1	1.173878388931063	0.8980231311553436	0.9145562213873287	0.6837565952850534	0.7954649874225461	1.0339540137639887	0.7436738554495541	1.117367903427023	0.8261007903669291	0.7770382986521734
STX1A	1.1635920125613473	0.6785779057037099	1.0576405834341527	0.2363441038535842	0.5364047016167289	0.5320621055926135	0.11956048382323868	1.1724643211441375	0.46243562337699123	0.6224997408607547
ISG20	0.4431199717351805	0.6975926585383386	0.213086834682895	0.30936607110143055	0.4260296309576458	0.5115413768010555	0.21149461367099212	0.9129139109829031	0.6511306489740801	0.5177865648444402
CTSL1	1.0018343158609777	0.7625492906716752	0.3075067422890365	0.17101131784512366	0.8374071141352847	1.4268563411602135	1.1884485641745022	0.9975562000549796	0.880551211568397	0.7855272661760446
STARD8	0.6140656674055134	0.0729647928714267	0.12745905333598534	4.8262196547987895e-19	1.8451906022374612e-21	0.39184280965728396	0.5665851428053096	0.5410351611865265	0.41850934634911957	0.38674146307925794
TRAP1	0.7324335590742985	0.9470184735017335	0.879829772846607	0.7952097098877294	0.8047831479250577	1.1179129553762903	0.9970387980341675	1.1265166281437704	0.7931981836683695	0.7826409853690559
FAM216A	0.7840229188118506	0.48169347546072466	0.938085207613095	0.30806370473484385	0.2578026878164178	1.0623124353300475	0.7158504996111331	1.0695060525512292	0.5937949431223803	0.49156765815887393
SLC35E4	0.7286300142440987	0.3865067609357215	0.38997282205379447	0.5361917980025814	0.2346721597468251	0.6765223107001641	0.7062931803393339	0.7966341937755782	0.5665075071318609	0.14211792704448858
EXOSC2	0.6830200890551456	0.8337352438267577	0.9091904028850799	0.6483022099295644	0.7055454251632013	1.1064844440504789	0.8753873627487291	1.0554428693548048	0.7228794207949792	0.5758755535817703
RPLP0P2	0.6177258601327481	0.42376739269026575	0.16520144490416278	0.2431973166214624	0.2302163796957232	1.6911337928975716e-17	0.12495389299111447	0.2512042444067891	0.24574007651585605	0.009075985179510917
YBX1	1.1070943029334257	1.028473663571718	0.9512878569697698	0.8670887341351832	0.972950402569784	1.110780596877729	1.022046211087481	1.037024435140396	0.8489485664925904	0.9114864171849036
HRH1	1.3172437470778684	0.20225935844190454	5.014960707813477e-12	0.4368866959832088	0.4707727288097245	0.6832501818654344	0.00907794301568104	0.7239163699238247	0.1127545968875353	0.5206615620826972
TSPAN5	1.6623433203639617	0.6669021140581829	0.7443621391374888	0.4126233135093694	0.6407256608343868	0.4658320091708961	0.13072100560943398	0.7168064219713273	0.2493397116541776	0.2884125531962095
CTD-2033A16.3	0.828363173733489	0.8286438692235414	0.7545300935011493	0.8070062243563727	0.8476012626198868	1.1321881446966306	0.9739317389169622	1.1403009191730198	0.7617546170795868	0.7709634099712063
DPYSL3	1.861633279791195	0.13438505772060463	1.435469150756787	0.7357048098264548	0.34480591025088375	0.624432192134228	1.6689178399820794e-05	1.1279658812000697e-06	0.6039693312176194	0.691844070447317
PIP4K2A	0.952319266679873	0.6500397443983599	0.587316816669029	0.3871520273996547	0.31276716284596867	0.8425392135282082	0.7161565027535751	0.9130255399588122	0.7147079119245173	0.7973964992684118
AC006111.1	0.362106136656847	0.6823199030585121	0.7095129367983859	0.6061779169759414	0.47729553419947934	0.8834794250242758	0.877962306966017	1.041666069962241	0.6212365187586004	0.5020586106254329
RP11-497D6.4	0.6987881760592208	0.25969247451361294	0.19610545517156333	0.19079344015460759	0.06254625592384433	4.817758352117223e-19	0.010978217084536052	0.11584561617557776	0.10834368647536796	0.09870465818102094
WDR54	0.9419667596347058	0.6716447035811631	1.0197882444223518	0.2790215619265357	0.7852255133201554	1.1150526651299772	0.7496240733231506	1.0417233053968815	0.6802574699072464	0.7503965377342167
FUT8	1.0037936022016052	0.6309256797351397	0.6063115566815945	0.36023516605230277	0.6900524824819889	0.7329240506060634	0.5230206805604797	1.074325363495923	0.46406150482274566	0.6034564677982515
GPR3	0.4109490287880379	0.34944889682832386	0.5203857263093816	0.19975244056261113	0.10342489726979205	0.5796051051134559	0.6485816758765941	0.9659018516838179	0.6980549497562077	0.07288149729451872
IL1RL1	0.372968382947569	8.497235039573685e-21	7.106081103510985e-21	3.1468167369532968e-21	0.46585149259521225	1.6846052392653043e-05	2.8568043082336247e-21	0.44448215626244764	0.05159505429436345	0.13039149314866785
C2orf89	0.5821765345933246	0.09803084852526718	9.764208568220841e-14	0.8557527883940063	9.394829564262624e-18	0.5987329971716304	0.21269379086093435	0.6915050742073734	0.24935232205365332	0.0005043195788981603
TOMM34	1.0001619515589475	0.8919374705515081	0.8939233215666493	0.8285135773736624	0.8943523612713955	1.1166001199861457	0.8969727864653801	1.055026930087318	0.8000448930108894	0.7739328941730702
IFFO1	1.1179403615984027	0.030091256439817242	0.25249270894303794	0.3181827812468136	0.03348947067718291	7.691196146596084e-05	0.7715706293157313	0.2435750032829154	0.791027019704373	0.18025496607568312
HMGA1	1.0789220595278741	0.9995496190352172	0.9387937553577852	0.8359802383546096	0.9901884567143302	1.0699186278636459	0.9172850554271593	1.1319383584280218	0.8266775863568894	0.8671554464934337
KDSR	1.0061799655852925	0.6366156006580073	0.7921172928606427	0.6328362491716909	0.6455711782440836	0.7800068681285108	0.6297933586068772	0.7656964174574503	0.6912985443293157	0.6399594209682659
BMP6	0.28257519543871346	0.2240514487759483	0.39107297353527254	0.20562201073039954	1.932785477860073e-06	0.633813805347856	0.5493674096677243	0.17079623447729786	0.2736492005722628	0.32889896692606885
ETV4	0.4502135074132301	0.4969545505902822	0.43147581681774033	0.7547573451032855	0.6783293252588446	0.7081709528704908	0.6486011264610914	1.7306821354810522	0.9075749455723591	0.5141176740314083
PRDM8	1.1913567676555572	9.12286950803153e-21	0.6656371751196225	1.3064541904117559e-16	0.3755777815237126	0.03435583926170241	2.079659659074953e-15	1.0579054227826725	3.0313823526810924e-13	0.16023132848364222
TMEM55A	0.9362667512476127	0.3804829043071098	0.6449766938855507	0.2423776854022447	0.29131920767148434	0.675221231942022	0.6001497416772049	0.8131038831831382	0.750562013159252	0.3355418668099701
TM4SF19-AS1	0.401887633067702	0.2464305107159227	0.3624887849529782	5.9495454602664735e-16	0.33590559829593747	0.8219669515226979	0.004058760548165975	0.879183664913255	0.37849996382613865	0.24329070562327063
CACYBP	0.9678261554091421	1.0039896388989944	0.9363450925326716	0.7843184970028607	0.8307396018964507	1.1099838321522726	0.9778921930592561	1.0136330805448526	0.8208909309764673	0.8533470102037517
B4GALT6	0.5424912094403398	0.3942012776355558	0.7547570316482537	0.41925418086514377	0.0896203148583263	0.8146952968484823	0.22453466227410337	0.7599686562522305	0.8530020766260674	0.3345904257873317
RP5-1160K1.6	0.7376974726852732	0.5577043414200722	0.7026915617456354	0.5825739480510116	0.2909321776435174	0.9832291052498165	1.0441079299300708	0.7804388455107949	0.646570109431616	0.5492626467417937
TPBG	1.2206326791834028	0.8413502031313759	0.294922505790028	3.831237020081039e-07	0.9926835237701844	0.8819107663505914	0.3726154293384537	0.638985668566429	0.28245299128994156	0.5512971002149769
LIX1L	0.889746822364991	5.732099004944427e-06	0.9000903726546219	0.08567714214439583	3.740344943391538e-20	1.0636123368933497	1.0545449248272165	0.9289092678351049	0.758339238074581	0.4552283429608251
DOCK10	1.451929277353467	0.3317284226470446	0.46604924951038645	0.02510044045886344	1.0204865702215844e-16	0.4594748962869419	0.0664007201439541	0.06815040950606911	0.7130201005846913	0.16374321242023746
FKBP10	1.1189734015825485	0.5997622383291974	0.6784336481115614	0.33845775132556577	0.5620656930035144	0.940335727639473	1.1732928831525875	1.2516695720401236	0.8400866596676317	0.6186601065523616
NCBP2-AS1	0.760324031792022	0.7252226778867724	0.8610314839973949	0.6462178927411678	0.7545858977111066	0.8666127064103861	0.9099859010295361	0.9322265620694337	0.7683232947671409	0.6551570401217044
STC1	1.2447900343991594	0.5069022330152665	0.5701438867189773	4.657821897791494e-21	0.1284559622873633	0.8773285544847361	0.3206813360764951	0.27394994165960235	0.4590365317369619	0.45853276793253334
ANPEP	1.3515807100354513	0.1861437044138165	8.609657336432418e-07	0.4657144775280492	8.537900897727774e-08	0.5484212769982761	0.6371480006992073	0.4711284126980161	0.1489919681655684	0.25743045772391016
ARHGAP4	0.012548540444286441	0.5703572408391987	0.8475862909805778	0.27907135968114033	0.10357294467896837	0.348348983956732	0.7054683563070016	1.1238119444428858	0.36604244139240005	0.3607093473426303
RP11-82L18.2	0.6762266566719046	0.3272820125243534	0.31686054250891826	0.1712766133134971	0.29276676639654214	0.18501929198106365	0.25218501468337273	0.675296967999045	0.2421830594206567	0.2822188064054527
PLOD1	0.9996992896391634	0.8061457554346467	0.5914409011222765	0.6605970066280366	0.8201205606237479	1.1078047668095221	1.1860892243680838	0.904041210012365	0.8702738739169474	0.8224276894575197
MMP16	0.9126825954319363	0.24922894308018145	0.6937827308123022	1.0784263890690809e-06	0.01350989300078922	0.1956896764730456	0.32143667821440436	0.06079445089806158	0.7298318639994871	8.520870440425263e-21
NES	0.6996022015919992	0.27811477584508104	0.6171173564188472	0.37631636128484597	0.21225427418687967	5.335833737720375e-05	1.1386407192282968	1.1031240862238674	0.8325879876033756	0.2806945056666222
RASA3	1.22104837256772	0.38053557776828184	0.4692880011917964	0.5102092926017894	0.24664511435436176	0.8235780071421182	0.6839126512285032	0.975109634708607	0.7897442469935664	0.31120572624188214
DYRK2	0.6634711750536806	0.690147286636764	0.8271016182445795	0.799861006593113	0.5560441997193829	0.5478247702365033	0.8063752561255992	0.512704447702246	0.6116113648351655	0.7273994926599451
U47924.11	0.519693377722644	0.08295124468646935	0.9331292788286175	0.055569623854368526	0.004972269037894325	0.22380565425361357	1.3376025988165077	0.4690161566870535	0.40647459106451655	0.06734481112067013
CMTM3	0.8649515651524119	0.040733199169084314	0.6640738537006217	1.198102646051904e-06	0.44970023486164223	1.1005068359325723	1.006927227308718	0.855771303780291	0.7199008010446567	0.634531900918835
IFT57	0.9393160551799554	0.5238581414830609	0.8303406103558303	0.6331905172816453	0.7680028782856023	0.8388741678963818	0.7119474885520249	0.7763731882045956	0.5745465165416179	0.7315411446162834
GNG11	1.2610019594388768	5.69411727618501e-12	0.1635748760303183	0.08267847443076776	0.20389628655662623	0.9833006902916843	1.0473802539023924	0.5304979152650072	0.9157620342405252	0.9620928698395486
DOCK4	0.7292766746392364	0.3350390705754555	0.6721974472466365	0.1685840386516667	2.23002041115542e-15	0.36239026452830914	0.3351072876196023	0.6483645200519863	0.6129804627944602	0.5003462653092347
RPIA	0.7107640001103429	0.815263202484029	0.8970559022409965	0.7929966528252312	0.6792539533130583	0.9844864234506829	0.8886514714419893	1.1231095088208403	0.7348296704401786	0.7531389171819952
SRPX	1.5788863643211937	0.028507848816377735	0.3182423373514261	0.4402662235578464	0.3087459089794662	0.5879811095143542	0.42981654065495994	0.29764502722711816	1.0408170910768164	0.1963791463567952
PODXL	0.9483506298013009	0.5532124884521709	0.7115186204834344	0.8523358457989468	0.5952940039442178	0.8888923313668471	0.6144898118904096	0.8606844813324882	0.3674440409105367	0.7121647387080144
MME	1.227399820326102	0.23513443554888885	0.1913414121011099	0.4611842548887309	0.31094368666651007	0.6979646697352236	0.32190586351958106	0.03251455384536756	0.6111580680662788	3.1522101354864356e-11
RP11-443A13.3	1.5327143721312122	0.3260005348047795	0.5062046523898102	2.6981704042574726e-21	2.140317154228967e-21	0.36338352790891143	0.2289673544844009	8.017154467087808e-21	1.1610046445276925e-10	0.11038342847835342
KCNMA1	1.6104119820457314	0.4515978082877195	0.5544954521404623	5.798790792116505e-21	3.0664818024226034e-21	0.5403037019481627	0.2559762390884479	0.03493426530400268	0.12187979784106318	0.17353897150313657
PKIA	1.2782025131483126	0.3194066364719378	1.205638385491868	0.05664819702017102	0.33777843039222455	0.006374304918624236	8.584651013155116e-14	5.461422924972826e-07	0.1861642420132764	0.4766386492264557
SYT7	0.3693806010962936	1.2458575232523348	0.8983432762498956	0.5352674149507235	0.7691653377124987	0.14004155533840731	0.4058024020118086	0.39348793123750975	0.06615604917107533	0.0752042876608889
KATNB1	0.7829276621025659	0.697231869979452	0.9480581136530274	0.5927259971190997	0.6235581860430132	0.9281000621832859	0.7706435108795453	0.9732014467209794	0.6950809199804205	0.6033359206583926
SLC9A5	0.49445775170811423	0.532505825920233	0.38549177344234875	6.995290271146292e-10	0.16308758654928862	0.46142641107508536	0.7340204856805647	0.7579568386498785	0.422665915110162	0.05174425031289104
CCDC69	0.3541137405336151	0.40916525990015584	0.10582391857889917	0.34205018466079495	0.5272234723728555	0.5418757410559037	0.5735178904543846	0.7693264660400532	0.2977683886671524	0.12427093763406631
RPL5	1.0918706821770567	1.0233100085663678	0.9455014505648516	0.8621062612196896	0.9690367727012549	1.1098362962913018	1.0192249723954656	1.0405572559931817	0.8380386901484886	0.9079638103202946
RP13-516M14.1	0.4601101399512091	0.4981785792239033	0.6914985406564313	0.2742891994570233	0.5402990124323986	0.6035618199917141	0.599945250595363	0.7719210185669109	0.4814859262983314	0.35535764556571797
ARHGAP22	1.1635706795493928	0.1081125156775062	0.3732788340563647	0.028712071319156915	0.223183567178859	0.2934693680122182	0.2763975771454713	0.40536846203422416	0.27959173157485934	0.28631469672592874
ADAM19	1.4410629785463254	0.11811943378820546	0.5024578444111892	0.26422381591075206	0.5733479766065452	0.5649635400821699	0.34465072863580576	0.6411311494722963	0.5111465306416819	0.23381706585536205
GPR162	0.20981903262132776	3.9786903314475374e-16	0.9899760291443633	6.931505253114777e-09	2.505355783238077e-14	0.035266867050748954	1.2078538872196167	0.4289559243036411	0.24552925762482727	0.09892990312678825
RP11-736K20.5	0.24947354442568348	0.34053749099826763	0.03414601160187342	0.012869559482361565	0.09665982710652755	0.11177357461421575	0.7860560762456447	0.3441068566795716	0.19817308023893837	0.1202554153654838
SERPINA1	0.62782688887729	0.4245341908191885	0.07136657620095047	0.27513466390381547	0.4309518148678427	0.2992739132601822	7.60924243862568e-10	0.843498164110968	0.21559327518752694	0.9734549699609372
RP11-1299A16.3	0.605980355073854	0.2546443942222233	0.24646198581425982	0.14243022951127404	0.11831794831546287	0.0012149712946882439	0.07422714296655697	0.3526100929562654	1.4907480755030816e-20	0.030668001350335174
PTGER1	0.32604375241683153	0.1453084376247718	0.26842101357952103	4.3550439444970435e-15	0.0929579095684759	2.2812350972997892e-05	0.3795029054363847	0.47520872458245583	0.10497999182972356	0.07128807516792048
RP11-221N13.3	0.9911450197532224	1.6416805617766224e-21	2.9729324175021857e-21	2.0162851505301333e-21	0.3130676641933335	0.13279758241637188	0.04514475899015108	0.6896497023352587	0.4824263518216337	0.18655208267104179
NAV3	1.201468730653695	0.03503154325500155	0.21173713231673888	0.17760303980045272	1.1636513803494281e-09	0.5941312559486257	0.13634815650918544	0.5985572273353967	0.45252444386457613	0.21784294101883
DAP	1.145362823713254	1.0224245872514532	0.8631086819295342	0.8414331064460319	0.8872015144601565	1.0848393084268668	0.9129758615245103	0.949152587936027	0.7841913196958632	0.8859506837767629
ELTD1	0.6943906674717256	0.07766562095854575	3.8393604278491e-21	8.257028759509652e-10	1.7043803315992187e-17	2.175032490924994e-21	0.13739516204446006	0.16782071894852896	0.054544227350183896	0.0016387609190556026
ARC	0.30929057460801446	0.21454973117573192	0.7642182066140568	0.1684194677034555	0.18377717505066715	0.10403801362487888	0.43815361699367783	0.5638683098269509	0.2550998439872227	2.9966630800102518e-21
MME-AS1	1.0593710860090715	0.15573985872881368	0.11482237308985935	0.3490273671561369	0.22786916807894395	0.5445412899842487	0.23982295199384782	0.0004383949991606579	0.5528377743904072	1.0757636440922482e-20
EEF1A1P5	1.1169862990339328	1.035473489392508	0.9511441893983731	0.8699149933951149	0.9814022394690333	1.1131395907444368	1.0283739943825227	1.0419258079035443	0.85210258571048	0.9160003571815573
JAK3	5.983991833489529e-07	0.24090817821765909	0.11536194655555194	9.652538376507657e-17	0.1630794327011557	0.3093917487086956	0.7631554062273498	0.6965360467052484	0.2307287236558358	0.23530238669463951
RP11-169D4.1	0.1532908029142515	5.5225020623736213e-11	0.18986413796740523	1.6256477376453498e-21	0.11604865720264362	0.1680331715164784	4.341074740059289e-21	0.4152685092927137	0.22433175330771166	2.692966440835931e-13
PFAS	0.5837173946270259	0.6529576403196393	0.8798449153543975	0.5895668409066844	0.4246892591260181	1.212023173182307	0.9705165611850485	1.0440398866716731	0.7708798393002356	0.5721506986483654
TMEM158	1.2782776404821592	0.13678726122388774	0.4880497858274608	0.2345517256263429	0.09014059021178146	0.9001445482760086	0.3001197397368817	0.9530330529761034	0.6382494806283344	3.1790647380951734e-15
INSC	0.4575675115993363	0.08024267290480694	0.271734428242693	0.18668636655018345	0.05642822791817441	2.535454761312855e-21	8.460888736398283e-09	0.1726894449835904	0.1646534371145714	0.15609791357732605
ARSJ	1.6005226011229705	0.27638074032922505	0.2763287817231357	0.3696614373015325	0.4848293638851317	0.6605463495592823	0.0327602810076208	0.42855488740600106	0.423243000173817	0.7268768159536874
GNL3	1.0017062138010073	0.9889395263472772	0.9161629384885039	0.8264502651475507	0.8664334030079701	1.0783239327658136	0.9909610766186284	1.0699276758657676	0.8232292056277637	0.8464374614210274
GLUD1	1.0007483903441152	0.9507895795466015	0.8280097023358033	0.8186937119560377	0.9105526224126536	1.0581326052101578	1.0074659708352955	1.0468034499627898	0.7706480324704927	0.8657381504750798
C11orf68	1.1834384224846468	0.7577864753276591	0.6944718740307947	0.5456687778833825	0.8446012931772999	1.0450877782666912	0.7470945614422804	1.0868276662734782	0.723505796332213	0.746899255573162
GPR4	0.25161341402102827	0.04044542587381607	0.2757294090801338	2.5828823614020544e-21	3.499462128477849e-21	0.11714635654745087	0.25016755062819845	0.34029539847080065	0.09950835325131828	1.6034282744035106e-21
DUSP22	0.6043241160138567	0.6812975654617571	0.7265677966186505	0.510541104828817	0.4653644967457146	0.8668049712511041	0.7331234122351145	0.5987711928967643	0.7010821021730888	0.5784225006797906
RP11-153M7.3	0.07153180581479109	0.02041010176625826	0.1272414746534148	0.008811088868566744	0.08504174477362797	0.017126487916420102	0.05154895703698895	0.08559031687170263	0.045312401419326104	0.07180226616929257
PITX3	3.471467598608414e-21	5.7848773694684775e-05	0.20855517957609945	3.080317441133045e-20	2.480788179693324e-17	0.21710436357363624	0.4124495981325985	0.2983460133220019	0.018803070506002904	0.16838141177179913
KRAS	0.5797690803016126	0.6484346718095346	0.7093428596666671	0.5963558456349871	0.5149940728467701	0.6482887983573733	0.751641514676073	0.8265090949575642	0.5220973935252777	0.49614528004828984
NPR2	1.0372874421679696	0.15791501379355455	0.5847166373976451	0.6041067220336627	0.2536028552789451	0.07441282464208139	0.6067604097498033	0.48417978432135006	0.427121205285809	0.3424522618086591
PREX1	0.41806091926313826	0.6235450680128755	0.468124497802334	0.09570561316195557	0.1039552640514651	0.7312207687971809	1.0493981276582567	0.34667044484731707	0.8739788322348894	2.7026002247813434e-14
ABCC4	0.6544862423547567	0.23539171149081245	0.6006187564392089	0.6038697545709276	0.13746091401996072	0.9677812483134541	0.7786059534748483	0.7626732966473775	0.5899848140075142	0.785089876352737
SPRED3	0.48710496370134404	0.3070386397901532	0.292788026225137	1.9907305449645832e-16	0.04157837133143424	0.2905835110411063	0.5916417691670237	0.6779680039581425	0.25806318221692875	0.10058898828189664
ANTXR2	1.693570019440076	0.11938510961928801	0.5855030128948353	0.42797631402219866	0.4962927817041445	0.09636169118300192	0.0017130256048053154	1.1285117922929382	0.3287370912188198	0.3531062799450939
CDH5	0.07587630633527467	0.2061929708125916	0.09403989359921135	2.8670727884644485e-21	0.41929240211403257	0.22347035084967667	0.24298032820408907	0.1314248892935155	0.13223752494491203	0.10946487269696961
SSBP3	0.6188193536191311	0.778267315240296	0.974628362498491	0.7005315294348854	0.5017402911061655	0.6593959273444963	1.116182771068255	0.6237022157004461	0.5727095739760055	0.4139598104279777
CDCP1	0.8808042900449342	0.951714909783366	0.15269646038199886	0.6860452820766367	0.989108556078106	1.0133146384467289	3.2505637217664423e-21	1.0098091226432002	0.0818354301783022	0.9197762613786443
GLRX	1.2528002760934904	0.5215802410092596	0.3686759118453174	0.5269931021689385	0.3128568491312711	0.7258514080280473	0.4809475794169741	0.7163434414161849	0.5188044888241214	0.7533996150131432
EFHD2	1.1104569935817783	0.788934876818723	0.7641769985366538	0.8765015287920633	0.9401713242801534	1.096818818427431	0.6778866004710545	1.0613286226820697	0.7967514591189646	0.8366790512207259
CHGB	0.2836048938525924	0.2263805412561305	1.6132900883801293	0.1905959723479522	0.001255362110057025	0.351072119397698	2.3186287881277936e-12	0.36167094485088336	0.2506682904364865	2.302585656380789e-06
UNC13A	0.16921580264121547	0.25552583027788733	1.2671563580977057	6.48107515730276e-06	1.082594642593327e-06	0.10304719836015161	0.5259559471648493	0.6879960426349742	0.18673430879557099	0.0011885281855442107
PLAT	1.6002735347263213	3.415313475119712e-17	0.3310311129056785	0.010073019363401832	1.2856205733175108	0.23889805698868974	0.28700618755162616	0.990042516490915	0.9104571658943684	0.37911099462730613
ANXA2R	0.2976195146553539	0.5102554543933657	0.38003057583039274	0.1104845373861031	0.10896635201354594	0.6979141309785643	0.5444993033329084	0.6275045287108305	0.3077548695590272	0.30809842741202254
AC112721.1	0.6686780352899528	0.0645611726621822	0.06526538291226988	4.686667614312724e-06	2.590228146975033e-21	3.105117412633289e-21	0.01918175712062838	0.10755299670344941	0.08315461340027624	4.202471074000543e-21
