Name	C1	C3	C9	C8	C6	C7	C5	C2	C4
CACYBP	1.0494209925408928	0.8878771463283612	0.8485432872654417	0.9328996947276932	0.818762069805063	0.9692637664389432	0.9194742021858432	1.0458195868672255	0.9397597258132249
B4GALT6	0.22982448005089026	0.5456205461959397	0.2395290382620989	0.7068089073176402	0.8337624354150953	0.8088453221820655	0.4425593584170452	0.6502776934627337	0.2873918552816611
RP5-1160K1.6	0.473370752584156	0.6557116011404776	0.5327602075829094	0.6856822729985246	0.6215962274259064	0.6158147466020473	0.7354424042470009	1.0279186022345503	0.9029278183606696
TPBG	0.9949134707090224	0.14553853904105027	0.7259583653652364	0.329921538769523	0.3341986068382572	1.108354305187645	0.6203483269968086	0.461029449884843	0.8607184962359403
LIX1L	4.196133049035719e-21	0.2687079923398793	0.2342656570034714	0.7529830540615607	0.7504557337351679	0.9529434455323248	0.7257796661036239	1.0932626383470367	0.91557263773455
DOCK10	0.1841764448327216	4.7159142264707597e-05	1.209838418538958e-19	0.4921541709431078	0.7699978742092313	0.6746799752246504	0.3915543552275982	4.352534038767474e-05	1.0109960719051458
FKBP10	0.6654746697999527	0.6215534941389147	0.5680657031647733	0.6374806946955435	0.8769900193599302	1.0644430848149908	0.7169988595814226	1.181440273497839	1.1061755167542315
NCBP2-AS1	0.7775604997596117	0.7607696895481497	0.7669225372034306	0.8298092886283811	0.7652443786758466	0.8041276365834965	0.7045236254934729	0.9541797885792076	0.7721361513853965
STC1	0.4147286830227061	1.661583201946969e-18	0.18113743270777394	0.5586170045813145	0.4888774887715233	0.9087188979924566	0.6377547469025479	0.4214473271368209	0.8865144355596453
ANPEP	0.1482396672230413	0.4583788647833018	0.13303139858498675	0.04408116907160215	0.2047637848950256	0.7192198819763906	0.41381971351910907	0.37226906199680604	1.2520985544219283
ARHGAP4	0.5378016079185467	0.6387300516776028	0.08096196021673926	0.7930819742991377	0.3509487055386986	0.4029779732835919	0.25666497427306256	0.978819667342152	0.2024968139002485
RP11-82L18.2	0.3483330649077169	0.3882319403382044	0.1506906761777536	0.3284039032502504	0.2986808825387211	0.6339736252097724	0.23905549106513416	0.2831380314874635	0.46362510837671006
PLOD1	0.9008156048194734	0.7412946051630954	0.899202557605371	0.6044941021122007	0.875319698985411	0.8685225487386766	0.9492510080216991	1.051732462563127	1.073415084300526
MMP16	0.09138375612777286	3.0047337418885936e-21	0.002269227525788409	0.6807691681535185	0.7556412663978993	0.3663012036465859	0.08027437313418466	0.2467253473246576	0.7417572477736548
NES	0.3848829401311348	0.6514849786573612	0.11261641038799212	0.593149360763875	0.9293849236235204	0.5424194559573982	0.202779401685188	0.7969701458351063	0.8323418128463012
RASA3	0.31441199286464955	0.6721990340374503	0.3577053113109474	0.4673574294519181	0.8374692408057373	1.0010298915805669	0.4989357171990164	0.7019978112619782	1.0394812734717678
DYRK2	0.7034268868454928	0.7742284848070995	0.6292759210992646	0.8288341182516726	0.6091689281450493	0.3603390249091699	0.7517605361357237	0.6471576780779437	0.7554425405509181
U47924.11	3.227958689767678e-05	0.12280930101288312	0.16643541643214274	0.8260677961263821	0.396589342314308	0.1349376358246079	0.19834121008504368	1.0020770023892778	0.9236170570037692
CMTM3	0.042665477141353256	0.19242659820404784	0.604353656242265	0.5704124156603906	0.7173190993846298	1.1359277748563847	0.8256607784335708	1.0229207165549754	0.7811930110339491
IFT57	0.5935409438467948	0.6950212296996918	0.7857395772188217	0.7722950361391427	0.5841024112235645	0.8752073626878476	0.7659667105311979	0.7641056667188142	0.8163662014038301
GNG11	1.0010380641094373e-13	0.17720110955032298	0.4875723171198669	0.15725013573232705	0.9593037672459735	0.9213937440215252	1.2167601852757768	0.7072202728412952	1.1247279434771789
DOCK4	0.2196195489628092	0.3774675535379762	1.873284698203407e-05	0.6632065599196515	0.6493673022027591	0.6538709055855884	0.5571163798243579	0.4213525461076083	0.4817220316286242
RPIA	0.8551453631996906	0.9435696079677812	0.7099080582987859	0.8611492369214964	0.7232050534625009	0.9311509116759736	0.7537187381109633	1.0822965529141266	0.7043812198985919
SRPX	1.0625996870538895e-06	0.33122710131652777	0.4309239490471871	0.3025908733461549	1.1050829090794745	0.8884706807613114	0.43058900533825617	0.22088963472447176	1.1536954267796502
PODXL	0.6319886858293114	0.8668986320557659	0.6248165321264152	0.6772540017037701	0.3786808327476194	1.0027470318617422	0.7002392463718717	0.7291454622024411	0.7989920892325346
MME	0.14826564523874428	0.2496368573759459	0.4554423224995977	0.22245819341579545	0.6201641840425903	0.596648273061546	0.2904074188717775	0.18485439252441516	1.004919208206005
RP11-443A13.3	0.07725137931692252	2.0532573568420286e-21	4.8921291746662326e-21	0.5427073166682772	0.07053778189875917	0.5114385766261051	0.3774095370698467	0.08540426042273498	1.2375428497849121
KCNMA1	0.18423524707531547	5.0317420774229035e-21	9.546933644709301e-21	0.5907795205074182	0.15775366308843786	0.6711625674028175	0.4422538861508041	0.20104790346246054	1.2705913996634728
PKIA	0.28099253641659555	0.0223290516618038	0.0003489109415821998	1.1605035287369088	0.2480512802199604	0.8839022779965781	0.3596295241858768	5.164127737533506e-21	0.6177637471734481
SYT7	1.2018130705461942	0.5383627181962345	0.4924269867615149	0.9534674276876376	0.06422342866063133	0.136754757254646	8.110655243038423e-05	0.4502004624245126	0.4799244357361168
KATNB1	0.6754657981421973	0.7426279371113864	0.6659627827377574	0.9064098265917776	0.6891040755959411	0.9055087771670532	0.6667042807763646	0.9394699692574676	0.7197402670655313
SLC9A5	0.4848167965265784	0.23692541502893236	0.14351042665708194	0.39480395405779206	0.4345950156103207	0.4404662668709332	0.15769735389083486	0.7465555778314502	0.6326307185504129
CCDC69	0.4887481930167577	0.4655641979030826	0.4695463556308608	0.11159775632302747	0.299022745748072	0.6081946956917179	0.14700932056773722	0.6708434253566387	0.39720009379276267
RPL5	1.1005890873263773	0.9579152755697614	0.9609811859018916	0.943946973246806	0.8478919449946706	1.0168645273141097	0.9703791369450608	1.0302192550045464	1.0420175612657507
RP13-516M14.1	0.5141996889379422	0.4494346808583223	0.506400027216689	0.6587614084685643	0.4853958010462195	0.6265807912646556	0.4035057177361378	0.701691801573187	0.4537974200832392
ARHGAP22	0.06968380325224485	0.1330537927481458	0.19031732022697548	0.349990301788474	0.3444309809788253	0.712286648495705	0.36576435608713337	0.2220640205757537	0.8343118099590576
ADAM19	0.18157929032948367	0.3374300806174586	0.4438081509296801	0.4512423752638897	0.6067514500715857	1.1688964733691791	0.3492529514003703	0.3023865893245313	0.9792194228001254
GPR162	2.16625856638306e-17	0.08552562435673935	0.06259552371365501	0.8350503213064835	0.2365090894556246	0.012609176272469321	0.17136262475698466	0.9244649897925572	0.6129671107892716
RP11-736K20.5	0.34993557642602985	0.1347460504760353	0.10681649739801967	0.08037645056355755	0.20437211949657905	3.6037049756424634e-14	0.16889888254971022	0.4944603287247814	0.5487538505598784
SERPINA1	0.5749885597841159	0.6141130916572708	0.1696539486998027	0.1268833881072699	0.2834006892799845	1.0439797416326302	0.6942897356388208	0.13165623049292566	0.14716513107052356
RP11-1299A16.3	0.23047936181421255	0.23569632790932896	4.6684699520916177e-20	0.25591831198233245	0.034408221797094934	0.3662158766896705	0.008528525069399136	0.08433488195940808	0.45004306246893216
PTGER1	0.18637352259554815	0.16235742472594036	0.014779414556075296	0.2492962229352784	0.13770328825672612	0.2255328303255192	0.045670550765379764	0.3143115843636758	0.3723627178984042
RP11-221N13.3	1.0350683986616367e-15	0.1301243707253777	0.1374696560489416	2.3041772472758808e-21	0.5771268409259783	1.0676703036109283	0.14366233536137488	0.20672900643577852	0.4236389935690508
NAV3	7.270928543837762e-10	0.2895901977863728	0.09520144836416508	0.19135782963655693	0.5174726805226395	0.915649866994256	0.3699184389795273	0.20120055662326808	0.8186661833598208
DAP	1.090242283162793	0.9084657479151188	0.8738407738844722	0.8775521263909493	0.799857277444667	1.0180807479544458	0.9504364576172641	0.9164116098625308	1.0474121536924823
ELTD1	0.06327050041229984	0.08647865938896898	1.5862777754043368e-21	6.436823618221791e-05	0.12153145633219012	0.1503421865406229	0.029951220958041026	1.1979273022376811e-20	0.6247927585534246
ARC	0.1481649946214758	0.294125580062109	0.159429264574263	0.6887280618440567	0.26766223305739234	0.2907340458154716	2.7544398734508958e-21	0.5157546016784724	0.3631601075528778
MME-AS1	0.0942423644514153	0.17019326201553234	0.345860071056234	0.13927985301962684	0.5650200452707903	0.5100244595884337	0.1853198811367426	0.14367568107034906	0.8479785290294659
EEF1A1P5	1.1148491930037294	0.9634877075406896	0.9705894610962342	0.9511547388196134	0.863559761001665	1.0233939081108447	0.980252437970256	1.029953757922284	1.0637805403448188
JAK3	0.35281701206488075	0.20616996027875173	0.15268544362026462	0.0976565773853522	0.2241486895220208	0.2405999324399189	0.2117227184833254	0.7232887305960158	0.2897456256907501
RP11-169D4.1	0.07226026034197416	0.02764610721834598	2.365269867731441e-06	0.14882868034751026	0.23637179996909885	0.5286616799793332	5.488770627463786e-21	0.15372287005432458	2.8416156686623864e-21
PFAS	0.5675536645704313	0.7455686081682367	0.6409055955911944	0.8335271271184506	0.7300369225757953	0.8727091140505611	0.7241254978873467	1.2103675324648229	0.6731833638300266
TMEM158	0.0003614668327056093	0.4268422735035146	0.21345014261118306	0.44769033401744396	0.6814313966609656	1.2223845233152868	0.20499566641717176	0.5845629032403072	0.9007772720514544
INSC	0.07043267212524078	0.23875842422168075	1.2271563327180174e-13	0.269071558411652	0.21696317057829492	0.2598873145232502	0.08423001329949936	3.913125064712738e-21	0.2767348845230909
ARSJ	0.2637575113778109	0.44420976043009264	0.4650398281011841	0.3111709167589869	0.5088602466888996	1.1243610362224985	0.8067013235281355	0.0008376298723670584	0.9697990450847892
GNL3	1.0506890317646564	0.9436183642366496	0.8654587706962664	0.9109361948272228	0.8284968923904037	0.995377757252462	0.8993174208283615	1.047648900076261	0.9667463018990734
GLUD1	1.026125192875327	0.936780286770714	0.913517458557868	0.828000459028583	0.7772893057378791	0.9672284857660658	0.9178321737937496	1.027546262634234	0.97873615417381
C11orf68	0.8445768656864546	0.7344324777344946	0.7775551810718666	0.6812364704071255	0.7580422755152108	1.2141566430679454	0.8209933119570175	0.8501010599172998	0.9526070408760128
GPR4	0.00029397922327474384	0.05088207554826929	5.824265853532163e-21	0.22098236255736226	0.10762478610523332	0.2372772229454462	1.8475368586219654e-21	0.4019863710330394	0.2513242836912412
DUSP22	0.6468469193681158	0.5472300410427106	0.5783800015179029	0.7222521602274057	0.6790209849933113	0.5651302019759883	0.7022086946631115	0.7784223853668363	0.6427342669467441
RP11-153M7.3	0.025217785846052013	0.03638507095840293	0.06469559813999183	0.1172956392791646	0.05558193509530784	0.0999393929255986	0.05859090270303054	0.052436576483596765	0.028122302909011233
PITX3	8.173121588070115e-12	0.0808625303017009	0.07429904918850362	0.14702204361815588	8.154037978984017e-08	0.09659630209701377	0.17018824074831312	0.5249615203728559	0.11860668048982413
KRAS	0.6642572186142909	0.6974054927320539	0.5261647595476127	0.693721804737812	0.5151417432207422	0.6358003139675759	0.4942375777058785	0.8274859414980515	0.6225935165531622
NPR2	0.16979422181727602	0.6282326995396674	0.26681116540889843	0.5619162450184046	0.4877826945987824	0.3985654691644514	0.3655325202073724	0.2875749879177832	0.9890179890316574
PREX1	0.4927165650350849	0.08667955749554201	0.29776129941435625	0.507045262471589	0.8301865031038286	0.19666668347666505	0.2199798653387324	0.9173721507773184	0.761018337730815
ABCC4	0.16341315317748148	0.6963734914615761	0.4510322988158901	0.5419177032696848	0.5597182124368296	0.6811373258231576	0.9032927011760832	0.9024325692885532	0.6760641534706213
SPRED3	0.26689008613812865	0.21244218497125766	0.034747425357178084	0.2944155506046585	0.2807936338072936	0.4157973600974691	0.15305467954073074	0.6054612150091826	0.5448127043073953
ANTXR2	0.14963728340340082	0.7473489145061484	0.19534016950435204	0.5605291645443963	0.4826404267476631	1.4536235133747275	0.26380083633779844	0.06499227845455706	0.9240204488239266
CDH5	0.3114965697747418	3.025803848807417e-21	0.3221235942881805	0.08513595013872972	0.1369613856376946	0.1962804394651484	0.1127032795263847	0.22614349569021544	0.09136341254797106
SSBP3	0.7206603108159239	0.6762126331750284	0.6146049032555991	0.9776353662957714	0.5480991980621486	0.370940981003258	0.5136586579059632	0.9536609020067798	0.8891500683306459
CDCP1	1.1135274985400216	0.9004996118370407	0.6879007758763097	0.2871107780046059	0.14517176616459387	1.7579143066416023	0.7882813569351186	0.12370344938108135	0.23275248480022626
GLRX	0.5569675326002986	0.6280014148885806	0.3238931129289281	0.3986463802058598	0.5767476022737855	0.9502521925922568	0.8274976453470534	0.4097188096001989	0.9727908026360744
EFHD2	0.8618081493041679	0.98718448489031	0.9252402276757132	0.7489647754873595	0.8164747260043993	1.2030166882485598	0.8733846793231028	0.8367819863631509	0.8581112200349729
CHGB	5.188413593756987e-06	0.24490586568378145	0.06182508112308381	1.4561259305294736	0.22134383788503992	0.4341850457341748	0.07611247103840653	0.3845363221811024	0.10798719878576124
UNC13A	0.10783601491166582	0.2610295938360255	2.719945418960072e-09	1.137389410673071	0.1672734598085154	0.23303887243370516	6.694386860740229e-19	0.6932487682675272	0.3139832141842805
PLAT	0.3103288891020052	0.3049069081261517	0.8144021629999257	0.2651946435545289	1.0821545876069047	1.4825157094291057	0.3453546085484069	0.13929312896025742	0.8895137461671822
ANXA2R	0.4275162059868666	0.29002049303004807	0.20262441379579	0.4004581437036397	0.28389366287387874	0.4616481853464161	0.4152507602568179	0.6898501666715317	0.3835708409257024
AC112721.1	2.991039751015614e-14	0.049976883104744005	1.3717116280761693e-21	0.08322181674008146	0.13602850015646345	0.17116441765445908	0.004957022609019246	5.2162758284607685e-21	0.5201582686181386
FLT1	0.14477759213205169	0.06745199292974291	0.09101951983382514	0.14962048628410324	0.5771912741419754	4.8475508776782905e-21	7.378929323858849e-07	1.8576125720594816e-09	0.451447501893236
AC016683.6	0.2618971381178136	0.852758222082873	0.4869545828085826	0.3428150889748653	0.3341556062109299	0.6534874387934408	0.7826693289339914	0.3278225121639469	0.4733292225742118
ELK3	0.4486763548408771	0.5892007738024444	0.6955783010491478	0.34354149218251423	0.7701548118156778	1.4670558774137301	0.7073714928526404	0.8123157827308662	0.8098329136832407
HGF	2.311068639844943e-11	0.1431019373260005	0.02811601588167437	0.2068279466321752	0.06662612989329728	0.013764124108969374	1.5592997521266125e-10	0.44549267678910026	0.6937687090079333
SPTLC1P3	0.050119933074245636	0.02404687884914648	0.003788037284894821	0.026883959062411103	0.034274269924078	0.037851164674554925	0.02981536893253197	0.036791159992635866	0.033906611131965664
PYGB	0.9904893195846541	0.9402178709409398	0.8679868185928638	0.8854496811351011	0.8783532963881958	1.0109924746803096	0.9334621666308144	0.9198493580422435	0.9886532792407202
NELF	0.8133195985510586	0.9030125936454568	0.7840807652082491	0.883045632712023	0.6802044256918347	0.8004559486047383	0.6461290384750709	1.0288456849411685	0.8137647857646005
RAB13	1.0498281625988213	0.8054979910249055	0.8254178589619815	0.6914093010661989	0.8375338476160641	0.8880307287925796	0.9394541370261684	1.0321020620785435	1.0632295043081788
SATB2	0.1706118854197791	0.7353733009634869	0.13924675382808074	0.6957277653904188	0.5782887473819481	0.6836587598500604	0.2455983649501591	0.5220416207998861	0.6204170298649244
RHOH	0.3211642845191839	0.06188081115790529	6.342731638474981e-21	0.2054675817601905	0.08629310574903097	1.3729902388335066e-12	0.0001344098785675636	0.4227696699773387	0.14793155805791597
C6orf1	0.7893396645902969	0.6066220173933782	0.5030031254918306	0.63035067225192	0.8419546645871885	0.9070777500841096	0.6468114324756653	0.7552633308298586	0.8944967123442192
FAM92A1	0.08782969275028038	0.3702713801243493	0.6010042260724386	0.7901361569276102	0.6001555738456349	0.7155385591604009	0.5053679019460088	0.8652683767987528	0.7140847391719001
TRBC2	0.32421244475345795	0.3671899545839575	0.09898504475266774	0.24262410930140035	0.2520386659269321	1.0395566732409351	0.21296053647436794	0.11114772772621738	0.3441233890836239
MPG	0.8850900090051977	0.8378064635201022	0.7769004099397099	0.6459161104105725	0.8166881956783687	0.8353799437564154	0.7931588080432153	0.963531482553872	0.9668855582831392
SRD5A1	0.7380016385468201	0.8009769293278988	0.7551411771191227	0.8679716731514998	0.5685800164393858	0.8709106189084298	0.7290901812875852	0.7580560842937584	0.7319169115949642
