Name	C0	C1	C2
STX1A	0.6818544368698729	0.6095525375906278	0.7232960019029357
ISG20	0.3401595664573401	0.6204260769462621	0.48062120007861775
CTSL1	0.43603274781414075	0.907706111538297	1.1394702184568517
STARD8	0.20093925935512125	0.14664375128424162	0.594440372240525
TRAP1	0.8042828222691506	0.9965338452645889	0.8832350926529301
FAM216A	0.703379457344739	0.5270412544781404	0.8186804843992709
SLC35E4	0.39643048338922177	0.45714026705634075	0.6868839443526893
EXOSC2	0.7735317573882148	0.8537874618406984	0.8143247564693623
RPLP0P2	0.19111631641875815	0.221813879192075	0.28496145038685977
YBX1	0.8239930766048843	1.0811861065670219	1.0383889078752566
HRH1	1.0880445676325744e-11	0.5873747857643719	0.7074517562988462
TSPAN5	0.4464287219436817	0.5750726918165225	0.7950676048919368
CTD-2033A16.3	0.6948535440800465	1.0058599467322653	0.9280846702613877
DPYSL3	0.6653864782278341	0.3295007681978918	0.9600002591405689
PIP4K2A	0.5641646794742894	0.6331779672840421	0.8672493659660679
AC006111.1	0.6813445828593856	0.7156920553946007	0.6361070326416899
RP11-497D6.4	0.15971630266380804	0.11470853354537804	0.2624478286017339
WDR54	0.7363428764779364	0.7794080630611289	0.9191150721924876
FUT8	0.4828424669764306	0.7392484600186752	0.7822202021671928
GPR3	0.5148150740937042	0.30178823145156397	0.5732144596207175
IL1RL1	6.433407998400975e-22	0.22913183032811862	0.19631324916850038
C2orf89	0.04779125602896848	0.40823119448597783	0.46681211911507114
TOMM34	0.7560984886618284	1.0045276680655773	0.968782597692129
IFFO1	0.28755092983436475	0.0906018514512854	0.7444414081369698
HMGA1	0.8002277638515684	1.07925173495838	1.0022405396295269
KDSR	0.6189152529926627	0.7155782608372074	0.8264971019725725
BMP6	0.3320615137997126	0.2180982962209454	0.38544922321930186
ETV4	0.5196967739539908	0.8818534188213024	0.7391821291782957
PRDM8	0.27636613342122274	0.24148285007157352	0.5617688512285746
TMEM55A	0.5145226742909168	0.4006955393222044	0.8030564500200809
TM4SF19-AS1	0.24508325317362298	0.3979802723307343	0.45689434679567
CACYBP	0.8211719157794176	0.9988075055987528	0.9653330697397788
B4GALT6	0.5902993340787077	0.3723849627543374	0.6041881237218658
RP5-1160K1.6	0.6463380240747715	0.5924708284297173	0.8350061578470803
TPBG	0.26720265307738517	0.7835555581810033	0.7716641877843075
LIX1L	0.6257472055775368	0.2270242376548805	1.0325877484471646
DOCK10	0.33389810796351577	0.0629388348184176	0.7633312307333802
FKBP10	0.6455729744163364	0.7114362569196356	1.0904654843922912
NCBP2-AS1	0.7266404043398687	0.8103935708041156	0.8253976526994514
STC1	0.41980597806861353	0.2766860986613966	0.7991064706612481
ANPEP	0.08006338181551782	0.3406560761348566	0.7825104382263102
ARHGAP4	0.7672934846269668	0.3962117042279749	0.31115311448300653
RP11-82L18.2	0.2603316449935138	0.33897611865490973	0.43274013432174996
PLOD1	0.6196172971860903	0.9350034341203082	1.0501920002135723
MMP16	0.4406367346753684	1.335377619000649e-21	0.5598719656754515
NES	0.6279344188895646	0.3285723962485135	0.7287284458991578
RASA3	0.4318719324976621	0.508607939314384	0.9715552736922877
DYRK2	0.6899060062705261	0.6834030502532016	0.6466945496481618
U47924.11	0.7016498947834471	0.007539842419906594	0.6110705508662668
CMTM3	0.45222634928716343	0.4328822821136424	1.0256220342585125
IFT57	0.597816012626181	0.7660122850634072	0.8244099583395765
GNG11	0.1929247936548111	0.3920917445104821	1.2231139354435168
DOCK4	0.540100005791822	0.21852419567376521	0.5863725688992857
RPIA	0.7795321610917357	0.9022210414135067	0.8257648105308965
SRPX	0.21933721572773945	0.2798863345893578	1.03523187801305
PODXL	0.5238170837308346	0.8115978786113424	0.7715471498187823
MME	0.1618169449949994	0.3009957997966504	0.7423062342612297
RP11-443A13.3	0.3617850701666436	1.1647884509468805e-07	0.6412996330413785
KCNMA1	0.40964252299760673	0.06083528565161285	0.7347703642398206
PKIA	0.5428150548139289	0.15121061033544675	0.533085782312054
SYT7	0.679647960458136	0.6272051180955109	0.2069944679291299
KATNB1	0.7476627652616726	0.745742120041904	0.8031353869150335
SLC9A5	0.44015146073032513	0.2894464435532837	0.5141323061741463
CCDC69	0.20238147054920871	0.5330429851889735	0.45233136578269206
RPL5	0.8196932369531321	1.0788004448419133	1.0301975448756129
RP13-516M14.1	0.542065158316514	0.5214890169757876	0.5373896989994867
ARHGAP22	0.21965726598775814	0.1834675986974902	0.6488375171861449
ADAM19	0.27109572521797004	0.4031971337711809	0.8798241097932827
GPR162	0.6514771879461325	1.3364539915579893e-21	0.39869437535469615
RP11-736K20.5	0.210585772157803	0.18019865222703932	0.3166149591782443
SERPINA1	0.11303387583598033	0.6571131758506785	0.42849460212301455
RP11-1299A16.3	0.16682241183597274	0.15635552076295522	0.2429014077352229
PTGER1	0.2237674188380163	0.11276012985356548	0.24851547999973334
RP11-221N13.3	1.7039311808269088e-21	0.2018568002318282	0.6234840997623967
NAV3	0.1317769380292954	0.20959267367964685	0.738517131898189
DAP	0.7562039131360261	1.035577929042741	1.0058985908514715
ELTD1	0.03433573677340585	0.038352447140443405	0.28136725400464285
ARC	0.5067880007288268	0.14899364868250858	0.29387941196721745
MME-AS1	0.10621770136280095	0.21799608337063328	0.6289365936480795
EEF1A1P5	0.8254479907702547	1.0878627912549519	1.0447195892741763
JAK3	0.24453935386856293	0.28008038304622185	0.31086465456040185
RP11-169D4.1	0.10559698929923673	0.08385346222449322	0.1899521271729201
PFAS	0.7664791258288702	0.7188655636521842	0.8376768942812508
TMEM158	0.327735476942032	0.2873514884521439	0.900620464799134
INSC	0.16027778959206113	0.0932112692345331	0.21512950534061034
ARSJ	0.1698171747160192	0.5240702778823859	0.861704543133935
GNL3	0.8084352605069383	1.0223186716083135	0.9819291561144113
GLUD1	0.7476465787689998	1.0359713891871773	0.9761820584363521
C11orf68	0.5844005394940136	0.9075427650938712	1.004592039665584
GPR4	0.20769992366417472	0.013530795069941214	0.21980170250661007
DUSP22	0.6406421429209463	0.6194106263460972	0.6876262396072699
RP11-153M7.3	0.07123821525623376	0.04830623787409371	0.06017407437222643
PITX3	0.1880974929416732	0.08578104139393278	0.14421339935569924
KRAS	0.6195803435187028	0.6521934123766222	0.6216038939561748
NPR2	0.4125622928918793	0.31369324007416793	0.6468409480202215
PREX1	0.5962083561444159	0.23190237437641215	0.6334974674196822
ABCC4	0.5108926859588285	0.5305502930586494	0.7805423414761402
SPRED3	0.3263696002711659	0.18691834533384075	0.43653658968792164
ANTXR2	0.2924100749416211	0.45582558216385854	0.815021988642357
CDH5	0.09513982389653507	0.23936630371104525	0.1511504544105495
SSBP3	0.8261788961318597	0.6174004782794035	0.6791428416924655
CDCP1	0.17454769242592166	1.1804668002884715	0.5749890773933336
GLRX	0.3471836740402743	0.6170398351276979	0.8659162771284699
EFHD2	0.6306865363540045	1.0319931240573113	0.9822317840342204
CHGB	0.8014319098861116	0.0667924981883284	0.2068744901106964
UNC13A	0.7673941446971781	0.0508940762839935	0.2425482562876631
PLAT	0.137170687625875	0.5904977722896637	1.0350779102466645
ANXA2R	0.40344181088065195	0.35892917636969485	0.4313736598925604
AC112721.1	0.07000864417114064	0.005201277814921919	0.24672365576465793
FLT1	0.16258273301332526	0.03215020662771785	0.2896924260147416
AC016683.6	0.26640323565307783	0.6307708039474971	0.5486734133015815
ELK3	0.314848730716778	0.7668279024426751	1.042582860024281
HGF	0.23828514891671734	1.5675572021389716e-18	0.3216773131452984
SPTLC1P3	0.03156933383311619	0.02771648760407282	0.03405929402080884
PYGB	0.7654924741987685	1.0019133408642842	1.0034976996891765
NELF	0.7713362479503258	0.8591422702487241	0.8129110902667179
RAB13	0.6891293449838363	0.9723278016198544	1.0147072176214773
SATB2	0.5523857594304556	0.3259011049406142	0.5862329144555565
RHOH	0.29376498147668473	0.08122316210037564	0.08338728877867797
C6orf1	0.5897250369225916	0.6893415470617535	0.8861754193561288
FAM92A1	0.5798564910267502	0.38989137057864365	0.7677456105100916
TRBC2	0.13471224452844793	0.38628796701296836	0.4416516399636
MPG	0.6380180189008356	0.8912892790771623	0.9406852916976898
SRD5A1	0.6745011059548244	0.8226339674407994	0.760358260337347
IL27RA	0.47203455209850065	0.6194027422983778	0.6513895360223441
B3GALT1	0.4062875676307839	8.77270426322379e-22	0.23056406025371579
SLC6A15	0.5003123827663291	0.07545426021706933	0.4080768962605893
CALCRL	0.23352861798330177	0.10794723472952285	0.3039053064970927
PLEKHO2	0.43534694502879334	0.44035518362212706	0.8448055124959443
RP11-549B18.1	0.4990541802590492	0.27557066961620563	0.3673044425418986
GEMIN5	0.6997588096932016	0.7307653953412547	0.789565849548501
YBX1P1	0.8010264469040125	1.015875147210132	1.0016852905373228
SYP	0.8841328471924211	0.15215951534183214	0.2684199047217816
IL21R	0.2152094466272406	0.059053937967710905	0.34046188455236603
ITGA5	0.12834864503203536	0.658656234086916	1.1976464530468265
CHST2	0.3902916890673758	0.10044612622654216	0.671551328519391
CTHRC1	0.4265358556172927	0.3700058966917729	0.8187197432767435
EEF1A1P19	0.6733786360517268	0.9181820297682882	0.907438177794769
RP11-567J20.2	0.053041767898381595	0.0032649021309138155	0.14348963295344364
CNIH3	0.3351138810135834	0.16522690176207888	0.5507067484295824
COPS8	0.7468704048350346	0.8377431498947442	0.9500951345103448
RPL4	0.8225975578987587	1.0838497072331115	1.037677331249864
EIF3E	0.8048483362321571	1.0614424730621799	0.997370818427695
FRMD4A	0.4127164101913159	0.32016732202894643	0.7133350051804076
TEX10	0.6243359924739608	0.6504235635360949	0.7228038218797359
LINC00460	2.096686735429995e-21	0.3086047488892363	0.4689428569534846
FAM43A	0.4871520630407521	0.449382911153293	0.6319661722437937
CTA-221G9.10	0.7503194072930108	0.32074886736733993	0.544170717804552
AC002303.5	0.2526503308781989	0.048409735533835305	0.303761007187064
LRWD1	0.7507864713000562	0.7556132655259264	0.8450936437099129
TMEM231	0.5803193082961918	0.5060083637450512	0.6623358091239344
CENPV	0.8396364901322487	0.7003989603602553	0.6254749185326045
SPRY4	0.4811570680496282	0.6028623511185377	0.7677827304080586
CLDN14	0.03211987066196817	0.08619428262544643	0.2623310745981541
SHANK1	0.3263609636403598	2.1697046108017368e-21	0.3336208125151958
EEF1A1P6	0.8231716419054695	1.0850622830623753	1.0412332854339033
CACNG8	0.17098080244914765	0.19321546661273345	0.3989991111882557
SLC9A3R2	0.5250873335799812	0.8318738652127439	0.7942623688866737
TMTC4	0.7866703050417186	0.5961343357135588	0.5754512616230224
ZNF883	0.43860548158157553	0.16117931531070476	0.46436077300670403
RP5-1120P11.1	0.32540973393309097	0.34768731532356006	0.3193890692969265
LRRC73	0.42111501600248286	0.2590300211699926	0.31043917239020585
RFX8	0.0206773799174786	0.11609346578304616	0.38533820836453486
GOLIM4	0.7345060057869517	0.8592055450949797	0.9625767880914501
CDH13	0.09377129386472036	0.1839642985588114	0.6726643985532536
RP11-318K12.1	3.229443686988599e-15	0.36602519178897097	0.24563975793959344
TGFB1	0.37035894631463423	0.8097922388126834	1.1202852595086683
SPRED1	0.42524868907742464	0.6156147097239947	0.8159058175770931
ARHGAP31	0.24685377146541096	0.20005407075621368	0.7580675747545458
RP11-17M16.1	0.3374426407043997	0.12990915646041074	0.2199578734140909
TNFAIP6	0.019100950877678633	0.06103013477641732	0.5826952842463606
FZD8	0.4922053881458488	0.2514205362877755	0.5760707791023861
GLUD2	0.44869565674720985	0.5430736877779143	0.6122158732968318
GFPT2	0.17508308681058146	0.2646144513702103	0.8755974871362902
ZADH2	0.6868989165135415	0.5247253061179662	0.5940262639998121
SNAI1	0.5198712485517444	0.3520301396079596	0.6437222297614072
MAN1A1	0.47895043982224217	0.4826562690044378	0.6251459075946436
RP1-101K10.6	0.6119523556355367	0.5758772291772732	0.7007582891415757
KHDRBS3	0.7052165480204335	0.18346341441348693	0.5924270649705196
RP3-497J21.1	0.14150203173100082	0.11397113056285908	0.13814214250770326
ALAS1	0.742792637950545	0.9570792845304746	0.9148526189191355
PPM1F	0.560023146465872	0.6189753782797899	0.8801706068052625
TRPA1	0.2629186472482875	0.022386402312295082	0.2998853983237017
CCDC28B	0.666079131824609	0.33399719285307944	0.5733330509423177
HHIP	0.20454156605353943	0.024215634545059237	0.3447568863989119
SLC4A8	0.5807554285801856	0.09556567517304389	0.365017060689429
C20orf197	0.15780457169690437	0.10845290673881018	0.11911437177190644
DVL1	0.7312164943412344	0.9931127918966646	0.9271451261461598
KCTD17	0.6441665662867413	0.44621748359052693	0.7760087451019488
PDLIM4	0.13585148944727612	0.36107756763728194	0.8786088952069492
SPRY2	0.4983771826053271	0.680789862805425	0.8740393647676715
STEAP1	0.19395502103107504	0.831813262944506	0.8346786579152814
LINC00094	0.6633433127996381	0.6158272291318079	0.792165771424373
EEF1A1	0.82460179160164	1.0866143183101984	1.0431685102345973
FERMT3	0.34437985319343545	0.2985012304575165	0.4566627477540121
LIPT2	0.4941523507325787	0.45807972470884184	0.41676055444477894
GLT8D1	0.6667186217647653	0.7726635551315424	0.9184858727587054
VGF	0.8263141158338019	0.21342252022411765	0.3966906216253301
GALNT1	0.6909982658862209	0.9300891103371365	0.9326030491931069
CCDC74A	0.6169994076031052	0.23489031932877238	0.510374985875828
RP4-765A10.1	0.7190593722862891	0.9495108147080621	0.8956337615889712
PPAT	0.8034370373040123	0.7999530777612214	0.7558504306976477
HAS2	0.03992430118021112	0.2910168156661663	0.6728968882457484
AC112721.2	0.06547320699714708	3.633492161877952e-21	0.3105966080192435
MAP4K4	0.7164882622152169	0.9149255599777049	1.032384542378154
AGPAT9	0.2390189571469406	0.7844353474177931	0.7499500586130413
TSPYL2	0.8124171869648529	0.6495715038883817	0.7891260890182455
NRP1	0.27090677860126433	0.666685425739955	0.9879135053861605
ACN9	0.7067196118926473	0.686255464409578	0.6838297073033279
DNAJB5	0.4994210833543016	0.23166516045703606	0.6458033633990375
ACSS3	0.3776909733366224	0.04696077811188402	0.40174008751007234
CTD-3199J23.2	0.3206629642347168	0.16150298976571317	0.1603573231090539
FXC1	0.729603327276485	0.7961204508414007	0.7957394491721044
IRF4	0.2526464312620717	0.09248190219202315	0.2736553715394246
RP11-40H20.2	0.5940880913061692	0.8532959550203888	0.8808518991753783
CPSF3L	0.740357301582872	0.9150071081646095	0.8776200505424242
RP11-210M15.1	0.15249541914094758	0.021677107463587784	0.11677555701746466
CAPRIN2	0.5759158572801992	0.5927977528720554	0.7693165894688753
PDE2A	0.3672607788753158	0.15209261770448598	0.280997732865119
E2F4	0.7595616967293503	1.0199827791744172	0.9523950055439036
CDH11	0.16719062307109794	0.09785560677130267	0.6632726267697777
RP11-291L15.2	0.2842325647964614	0.09767831980184714	0.4297523422146775
RP11-77K12.4	0.25773258599230486	0.18656802159914218	0.25011546802822393
ITGAX	0.0584991307342937	0.15297361731412726	0.30526594925244266
CCDC147	0.12714904384128953	0.15510110923200332	0.35119069007011355
STK10	0.3869490393971414	0.6656107996418972	0.8674963750484826
C17orf79	0.7524455940317988	0.8995285016202229	0.9558644610660504
CDCA5	0.8121417816709328	0.950438640871962	0.8864595094739893
RARA	0.5771441216966421	0.6565885749835652	0.7562762462180433
HAS2-AS1	0.00022111349873405405	0.2081834880308139	0.4654493585535858
TLE3	0.7387078378104073	0.7191882502328024	0.6086528412824133
FKBP7	0.5635748267340506	0.24606036433053116	0.7307831802143511
PDLIM3	0.457710618192696	0.07076315515884275	0.5647020968580798
PAX8	0.14373671186507198	0.4230356585446452	0.4806050985790284
GTF2H2C	0.6198502240791123	0.5308552216709992	0.6912210378384297
NLK	0.6702459458862539	0.6297692444461399	0.678003084440226
RP11-122A3.2	0.6211440781470515	3.6308860786432576e-05	0.8672466241691734
FMNL1	0.38426060225945585	0.5095027767703242	0.6920510481451757
TTL	0.7797089165728393	0.6499525040232464	0.8963614469967226
ZNF736P9Y	4.908082159828616e-07	0.09481346515122532	0.07500477373954174
MMP1	0.13063130706704235	0.5267967069697845	0.8148586760167693
EIF3H	0.7930576718261771	1.0431172754166618	0.9642246628106643
RP1-224A6.3	0.1801989528809286	0.1246334092887134	0.20257571453727394
RP11-1136L8.1	0.15881040166431667	0.14529299290624187	0.10319216170718656
CCDC74B	0.6213252941157797	0.20678506954223605	0.483716631261582
SLC25A6	0.8222583116048771	1.057188906732438	1.0213542165122067
SNHG10	0.6246745176336616	0.6317477928039613	0.5745144639567848
METTL9	0.7891469369368193	0.921605562561624	0.9299659928689901
TIMP1	0.3249440778718977	1.0247062558288305	1.1567045082162406
SYT1	0.6706929423537664	0.2835077805975204	0.41422077254825973
CYP2C9	0.0673377885628797	0.16748074341471555	0.05095129862951835
STAMBPL1	0.3418736585076929	0.5250889270259416	0.6740206476416605
RTN2	0.7176752697792879	0.4144929508010945	0.5742508858775519
RPL6	0.8223820148047944	1.0807834142634882	1.0334850346144306
PNPLA3	0.47807094375820747	0.33474496863825004	0.5938644864370154
STMN3	0.8485730993084641	0.5948217647928008	0.7769669621382995
SFR1	0.4603998228049058	0.6192288664779133	0.6038723293033431
CBLN1	0.5825353242539608	0.04449333083093767	0.04887925267845796
NT5E	6.042871794705753e-10	0.9278543303093797	1.0993440834552672
CALB2	0.27845226507178156	0.5847470813008334	0.49186296986708133
CDYL2	0.23811988676871496	0.36158653916722333	0.4356065106597987
PITPNC1	0.6623138298350408	0.5514821747590953	0.6173227229168947
CTD-2165H16.1	0.7063828641198476	0.9878533758013729	0.9640748428570239
NUDT6	0.47881415309028147	0.4631762173998993	0.5921856729300984
TRAC	0.17904117110915957	0.11152236081731946	0.36726596305715603
HS3ST3B1	0.2579904349690593	0.17220645361922854	0.49606277162858003
ZG16B	0.12499374206399122	0.5901517520178332	0.20396630216424438
RP11-394J1.2	0.26603243683049205	0.6435752320004587	0.9684325039624258
RP11-124N14.4	0.17481779079207177	0.21131715618661853	0.644582470950735
STXBP1	0.8223252116119184	0.5328409597470715	0.8242357669682843
STRADB	0.6568143234483848	0.637095217011102	0.8593947908383657
MCL1	0.8007178657000986	1.05737538785494	1.0107031075868427
RENBP	0.4721293989510372	0.1587461382687475	0.3447359870806214
ACO1	0.6057627088762941	0.849692701718142	0.9696056642834338
IFNGR2	0.6646342367598383	0.8055496995875708	0.8972424120618413
CHRNA9	0.219060954489446	0.023260471300778605	0.22104517769355958
ITPRIP	0.22283023233998014	0.6083055108969256	0.9384309034121213
NOVA2	0.4403672430037484	7.103742968459778e-22	0.16018222007364485
MTHFD2L	0.4938991174421681	0.42723504121031297	0.461618641620822
CHPT1	0.6474369015561812	0.647749005133219	0.8334371271673684
SH2D2A	0.3523261687076734	0.40122848763836505	0.21805981924396522
FAR2	0.45376298065515436	0.41628533544210367	0.4834704989306559
SHC3	0.23103848549429462	0.24535365823924382	0.4317289143577407
HMGA2	0.061068061714963984	0.6210229957503015	0.8374855546073159
TEAD2	0.4242043134264807	0.6677911923988644	0.8524229332150454
PPP1R14A	0.3645835539557817	0.2221665990947987	0.43291743077042744
CD99	0.4215100378807665	0.7729568607120714	1.01042024157124
RGL2	0.7045489043300367	0.8640262742762628	0.8019836766191457
RNF175	0.16114628043748488	0.034213876829948	0.23529489804312156
RP11-629O1.2	0.218175428376324	0.4025026027197426	0.45483280449733926
KCTD14	0.21935651778720752	0.35025593021917256	0.38293928107893865
TRMT5	0.5909995717122373	0.648458363776109	0.6483555126121322
AC010091.1	0.10863217684441137	2.2803101810704867e-17	0.13449780002354736
RP11-46H11.12	0.32011010894054726	0.17342618133916238	0.23334992969611693
RP11-18F14.2	0.2379808992896787	0.36610650500360425	0.4255398990325665
AP000783.1	0.3008801716392307	0.024427422093983568	0.4009599071564307
FOXL1	8.811372263011965e-22	0.37429528988488076	0.5731428036207097
FAM131C	0.36424976269111037	0.35306150103354106	0.34807003416703264
TBX3	0.6672428521668066	0.41674142556476323	0.6074218915429204
VIM	0.4856347433271864	0.48624150827920914	1.2997079815856916
SKA3	0.7083184241419174	0.780889550511275	0.7900891280898401
AC012379.1	0.8125099154330945	1.015145515950921	1.0314897076543175
FLI1	0.20978017495514564	0.09680830538587286	0.5508729083561691
CXXC1	0.8284365293920993	0.7594260833925646	0.8175099535868215
RP11-169D4.2	0.25931661826883684	0.09893998858586078	0.25879151349334784
BCL6B	0.22457722752537201	0.08207317081126021	0.08556413331939504
VAT1	0.7678687982959929	0.9811996062184982	1.029294563324433
CUBN	0.21496504749360043	0.03921844340002123	0.372782162910453
GLT25D1	0.7642156029940381	1.0195488427651345	1.020990223521975
CTD-2323K18.1	0.5541252932814451	0.6422450869932064	0.7056577125947634
IRAK2	0.14429141592947042	0.6518401345423438	0.7221808452849969
GDF11	0.7197586014601903	0.42761869711328565	0.7164181133401606
IPO5	0.8009294924109823	0.9627076529044551	0.9672480448790118
AC003092.1	0.03674069702001836	0.10059176197812834	0.5268553223575154
ARL2	0.7746217991506208	0.9954577183697747	1.0000582149732968
PSD	0.6283302710675615	0.11802820874665519	0.18365210750738703
TSPAN18	0.35390929079008365	0.0989512633462854	0.3523934914327769
FMNL3	0.564012562450797	0.2989480974853534	0.8090891318112571
GLCE	0.6045493314419509	0.6564735154504485	0.6819909528938674
FXYD2	0.2698121597993793	0.2079053581372113	0.17128853300553099
LTBP1	0.3407329612077334	0.5593939824482917	0.8100318466247355
HJURP	0.7723183130048631	0.9247517942901492	0.9319849011776392
PCDH12	0.349646476320901	0.2153115010343784	0.27770890617550054
ARMC9	0.5110261497128651	0.3974380922661925	0.7482457902967167
DLX1	0.6328283925853745	0.16630013343170177	0.6345223924794771
RP11-158I13.2	0.7693935815435534	0.7869448049539453	0.8786519796006999
IGFBP4	0.4508268185248949	0.9502056402147308	0.9703219662389461
RP11-124N14.3	0.4908197798582657	0.4862992211797549	1.2970916181062526
PHLDA1	0.3624481152789786	0.9417643013231549	1.0230702249338592
RP11-101E7.2	0.38910704630462933	0.35480436870961696	0.48288951113431555
AFAP1L1	0.16612277269786058	0.43257143156759736	0.8312136363229733
RPSAP52	9.189155636334167e-12	0.31209490987430805	0.5707115791625833
U2AF2	0.8211868164587559	1.0525514100454882	1.003498960565843
ARAP3	0.18059730163885876	0.568180439649043	0.6719769902346359
AMPD2	0.6947927435660992	0.7016487225316348	0.907392785375489
RBM19	0.6768825309225384	0.7304987456911455	0.7641300409999473
ANO7	0.3650148970440743	0.24499343953935715	0.31284797804832415
TRPV3	0.13078303589218676	0.27759824915496695	0.16680961043808937
CAPN5	0.5170410354354863	0.5464925733031563	0.7025192799631407
CCDC110	0.34917408890351415	0.16998594982702134	0.22290091229851686
PRSS3	0.2219469556675298	0.5800120237135241	0.375773503131207
RP11-87M1.1	0.505446320323568	0.6038424681034283	0.611010786754189
PAQR3	0.6598610839278747	0.5137492519424508	0.6977676713145593
CDKN2AIPNL	0.7664647092736967	0.8406616482823	0.8851007350935894
RP5-1142A6.3	0.3680273432646008	0.22273164810938403	0.3650270656934961
CCDC85B	0.637349610968501	0.9589521946592929	1.022218765770179
MT1E	0.16219679922359279	0.8033215043425787	0.8955370653009569
KCNIP4	0.3994847424583107	0.20821001827952065	0.2932893303048761
NTRK1	0.3958281706152629	1.5975675983709644e-14	0.20270898804903817
PRMT3	0.6942901503499556	0.8335411656215072	0.7922100155444314
PTPN22	0.07105412279011931	0.19828581064383494	0.36717068310384166
RP11-72M17.1	0.1947839896803257	0.1803004338192518	0.11173371657927417
RP11-544I20.2	0.3831365149072779	0.24063785963503334	0.21993635432614606
RNMTL1	0.696216470269411	0.7533404900295109	0.7765318556136926
RP11-867G2.8	0.357274121633005	0.5715874462584107	0.4657228152926197
STK16	0.7135689478695969	0.9004175915525017	0.8837081894254238
PIH1D1	0.8048270009445478	1.0246555172213583	0.9549786898036339
IL31RA	1.7410993963532757e-21	0.1772657022206156	0.48588173557256115
EFCAB4B	0.2896262287591587	0.2780028291950084	0.2827304488311824
JARID2	0.6773189765926332	0.6450735223819105	0.6809403088325484
SULT1B1	0.0553875289944829	0.16728546668311434	0.1012270356168214
GCK	0.2898125654208476	0.01573050173278148	0.15329501497050912
TSHZ1	0.7219102223400573	0.4110441947387105	0.598201252638221
FAM65A	0.6018148521256451	0.7644614964135569	0.923893502302962
TFB1M	0.5377894574662252	0.6115989155194107	0.6998108291766366
KRT79	0.01711923047577884	0.10019507526114328	0.2228477397286754
ANKRD20A1	0.3567293116908371	0.09702643957391309	0.2205172876666598
RCOR2	0.8151051782384439	0.2575841387807691	0.3245155026649946
AIG1	0.4387419226358856	0.8368193076588127	0.724539292194639
LYAR	0.699736838457534	0.9166468664205194	0.8826192581993397
CCDC78	0.5526359183641262	0.4139621857043275	0.4135571938938353
MTRF1L	0.6231211181290653	0.6426952063063718	0.7676178199773179
POLR3GL	0.7417994332142526	0.8204599275301351	0.9154909533706287
ACOX2	0.2411382553435164	0.22638492728275725	0.42965459244487036
ARHGEF1	0.6804172821571806	0.9180080509588591	0.9145032629926076
FOXP1	0.4304810223380631	0.4401518631438106	0.5257317758332358
C21orf119	0.6033079959258136	0.594235799089302	0.6332199683682053
LRRC33	0.3765992085336996	0.15049583066912955	0.4009518403911874
DNER	0.47868549251111525	0.16075089486679411	0.6350782756860358
ARPC3P5	0.07194784933776519	0.06363338322829787	0.04655335003446956
HMGB1	0.823603138684773	1.054655388363038	0.9995871217483088
RP11-352D13.6	0.17935242874176574	0.06245543397416414	0.08283222913564439
SMAGP	0.3083544803213758	1.0057176211955412	0.852485865177426
SLC39A10	0.6696706328234184	0.6875405771579314	0.7890176714980046
